Nom de la commune adhérente,Somme de Tarif zone tarifaire 1,Somme de DPT de la commune,Somme de Code INSEE de la commune adhérente,Somme de Identifiant SISPEA de la commune adhérente
La Valla-en-Gier,2.09,42,42322,16984
Labastide-en-Val,2.09,11,11179,4126
Lafrançaise,2.09,82,82087,34130
Laure-Minervois,2.09,11,11198,4145
Le Chambon-Feugerolles,2.09,42,42044,16717
Limousis,2.09,11,11205,4152
Lorette,2.09,42,42123,16793
Malves-en-Minervois,2.09,11,11215,4162
Marcenod,2.09,42,42133,16803
Marseillette,2.09,11,11220,4167
Mayronnes,2.09,11,11227,4174
Monze,2.09,11,11257,4203
Neugartheim-Ittlenheim,2.09,67,67228,28012
Oppenans,2.09,70,70395,29361
Ozerailles,2.09,54,54413,21347
Pavezin,2.09,42,42167,16836
Pépieux,2.09,11,11280,4226
Pexonne,2.09,54,54423,21357
Peyriac-Minervois,2.09,11,11286,4232
Pfulgriesheim,2.09,67,67375,28149
Puichéric,2.09,11,11301,4247
Quatzenheim,2.09,67,67382,28155
Rians,2.09,83,83104,34341
Rieux-en-Val,2.09,11,11314,4260
Rieux-Minervois,2.09,11,11315,4261
Rive-de-Gier,2.09,42,42186,16855
Roche-la-Molière,2.09,42,42189,16858
Rozier-Côtes-d'Aurec,2.09,42,42192,16860
Rustiques,2.09,11,11330,4276
Saint-Bonnet-les-Oules,2.09,42,42206,16874
Saint-Chamond,2.09,42,42207,16875
Saint-Christo-en-Jarez,2.09,42,42208,16876
Sainte-Croix-en-Jarez,2.09,42,42210,16878
Saint-Étienne,2.09,42,42218,16886
Saint-Frichoux,2.09,11,11342,4288
Saint-Galmier,2.09,42,42222,16890
Saint-Genest-Lerpt,2.09,42,42223,16891
Saint-Geneys-près-Saint-Paulien,2.09,43,43187,17185
Saint-Germain-du-Pinel,2.09,35,35272,14362
Saint-Héand,2.09,42,42234,16902
Saint-Jean-Bonnefonds,2.09,42,42237,16905
Saint-Martin-la-Plaine,2.09,42,42259,16924
Saint-Maurice-en-Gourgois,2.09,42,42262,16927
Saint-Nizier-de-Fornas,2.09,42,42266,16930
Saint-Paul-en-Cornillon,2.09,42,42270,16934
Saint-Paul-en-Jarez,2.09,42,42271,16935
Saint-Priest-en-Jarez,2.09,42,42275,16939
Saint-Romain-en-Jarez,2.09,42,42283,16947
Saint-Vidal,2.09,43,43229,17226
Sallèles-Cabardès,2.09,11,11368,4313
Schnersheim,2.09,67,67452,28221
Serviès-en-Val,2.09,11,11378,4323
Sorbiers,2.09,42,42302,16965
Stutzheim-Offenheim,2.09,67,67485,28253
Tartaras,2.09,42,42307,16970
Taurize,2.09,11,11387,4332
Tourailles,2.09,41,41261,16638
Trassanel,2.09,11,11395,4340
Trausse,2.09,11,11396,4341
Truchtersheim,2.09,67,67495,220570
Unieux,2.09,42,42316,16978
Val-de-Dagne,2.09,11,11251,260490
Valfleury,2.09,42,42320,16982
Vergezac,2.09,43,43257,17251
Villalier,2.09,11,11410,4354
Villar-en-Val,2.09,11,11414,4358
Villarzel-Cabardès,2.09,11,11416,4360
Villefloure,2.09,11,11423,4367
Villemoustaussou,2.09,11,11429,4373
Villeneuve-Minervois,2.09,11,11433,4377
Villetritouls,2.09,11,11440,4384
Wiwersheim,2.09,67,67548,28314
Arpajon,2.08,91,91021,36382
Auch,2.08,32,32013,12760
Auriol,2.08,13,13007,4696
Aurouër,2.08,3,3011,1531
Avermes,2.08,3,3013,1533
Balbigny,2.08,42,42011,16685
Bessay-sur-Allier,2.08,3,3025,1545
Besson,2.08,3,3026,1546
Biltzheim,2.08,68,68037,28361
Bresnay,2.08,3,3039,1559
Burzet,2.08,7,7045,2423
Cabrerolles,2.08,34,34044,13798
Causses-et-Veyran,2.08,34,34061,13815
Cerneux,2.08,77,77066,31917
Channay-sur-Lathan,2.08,37,37055,14751
Chapeau,2.08,3,3054,1574
Chapelle-Royale,2.08,28,28079,11198
Charbonnières-les-Varennes,2.08,63,63092,26173
Chassey-lès-Montbozon,2.08,70,70137,29124
Château-sur-Allier,2.08,3,3064,1584
Chemilly,2.08,3,3073,1593
Chevagnes,2.08,3,3074,1594
Ciel,2.08,71,71131,29667
Ciron,2.08,36,36053,14502
Cogners,2.08,72,72085,30195
Coulandon,2.08,3,3085,1605
Couzon,2.08,3,3090,1610
Diges,2.08,89,89139,35950
Dordives,2.08,45,45127,17603
Dornes,2.08,58,58104,23127
Éhuns,2.08,70,70213,29194
Escout,2.08,64,64209,26754
Estrablin,2.08,38,38157,15122
Eymouthiers,2.08,16,16135,5905
Eyzin-Pinet,2.08,38,38160,15125
Fouzilhon,2.08,34,34105,13859
Gabian,2.08,34,34109,13863
Gannay-sur-Loire,2.08,3,3119,1639
Garnat-sur-Engièvre,2.08,3,3120,1640
Gault-du-Perche,2.08,41,41096,16477
Gennetines,2.08,3,3121,1641
Gisors,2.08,27,27284,10721
Gouise,2.08,3,3124,1644
Haybes,2.08,8,8222,2923
Jardin,2.08,38,38199,15160
La Chapelle-aux-Chasses,2.08,3,3057,1577
La Chapelle-d'Alagnon,2.08,15,15041,5553
La Chapelle-sous-Brancion,2.08,71,71094,29631
Ladinhac,2.08,15,15089,5600
Le Rozier,2.08,48,48131,18596
Le Veurdre,2.08,3,3309,1828
Les Côtes-d'Arey,2.08,38,38131,15098
Limoise,2.08,3,3146,1666
Logelheim,2.08,68,68189,28510
Lurcy-Lévis,2.08,3,3155,1675
Lusigny,2.08,3,3156,1676
Luttenbach-près-Munster,2.08,68,68193,28514
Manoncourt-en-Vermois,2.08,54,54345,21282
Margon,2.08,34,34149,13903
Ménesplet,2.08,24,24264,9176
Meyrignac-l'Église,2.08,19,19137,7077
Moidieu-Détourbe,2.08,38,38238,15193
Montbeugny,2.08,3,3180,1700
Montilly,2.08,3,3184,1704
Mosnay,2.08,36,36131,14580
Murviel-lès-Béziers,2.08,34,34178,13932
Neffiès,2.08,34,34181,13935
Neuilly-le-Réal,2.08,3,3197,1717
Neure,2.08,3,3198,1718
Niederentzen,2.08,68,68234,28554
Niederhergheim,2.08,68,68235,28555
Noisy-le-Roi,2.08,78,78455,32545
Oberentzen,2.08,68,68241,28560
Oberhergheim,2.08,68,68242,28561
Paray-le-Frésil,2.08,3,3203,1722
Peyreleau,2.08,12,12180,4564
Pouzolles,2.08,34,34214,13968
Pouzy-Mésangy,2.08,3,3210,1729
Puimisson,2.08,34,34223,13977
Puissalicon,2.08,34,34224,13978
Recologne-lès-Rioz,2.08,70,70441,29405
Remiremont,2.08,88,88383,35679
Revest-du-Bion,2.08,4,4163,1972
Roujan,2.08,34,34237,13991
Saignes,2.08,15,15169,5678
Saint-Ennemond,2.08,3,3229,1748
Saint-Escobille,2.08,91,91547,36529
Saint-Geniès-de-Fontedit,2.08,34,34258,14012
Saint-Jean-de-Nay,2.08,43,43197,17195
Saint-Léopardin-d'Augy,2.08,3,3241,1760
Saint-Pierre-de-Colombier,2.08,7,7282,2653
Saint-Sorlin-de-Vienne,2.08,38,38459,15407
Saint-Zacharie,2.08,83,83120,34357
Salies-de-Béarn,2.08,64,64499,27038
Souvigny,2.08,3,3275,1794
Thiel-sur-Acolin,2.08,3,3283,1802
Toulon-sur-Allier,2.08,3,3286,1805
Trévol,2.08,3,3290,1809
Vailhan,2.08,34,34319,14072
Vérin,2.08,42,42327,16989
Villeneuve-sur-Allier,2.08,3,3316,1835
Villers-sous-Chalamont,2.08,25,25627,10069
Yzeure,2.08,3,3321,1840
Barizey,2.07,71,71019,29559
Beuil,2.07,6,6016,2233
Campôme,2.07,66,66034,27605
Ceyssac,2.07,43,43045,17046
Chambornay-lès-Pin,2.07,70,70119,29108
Châtel-sur-Moselle,2.07,88,88094,35397
Châtenoy-en-Bresse,2.07,71,71117,29653
Clara-Villerach,2.07,66,66051,27622
Codalet,2.07,66,66052,27623
Dracy-le-Fort,2.07,71,71182,29718
Épervans,2.07,71,71189,29725
Eus,2.07,66,66074,27645
Faycelles,2.07,46,46100,17916
Fix-Saint-Geneys,2.07,43,43095,17096
Fontenay-Trésigny,2.07,77,77192,32038
Frizon,2.07,88,88190,35493
Gas,2.07,28,28172,11286
Hinsingen,2.07,67,67199,27986
Jambles,2.07,71,71241,29775
La Charmée,2.07,71,71102,29639
Lans,2.07,71,71253,29787
Lauzerte,2.07,82,82094,34137
Lavernat,2.07,72,72160,30268
Los Masos,2.07,66,66104,27674
Marquixanes,2.07,66,66103,27673
Molitg-les-Bains,2.07,66,66109,27679
Monclar-de-Quercy,2.07,82,82115,34158
Montriond,2.07,74,74188,30970
Nomexy,2.07,88,88327,35625
Olargues,2.07,34,34187,13941
Oslon,2.07,71,71333,29865
Perrouse,2.07,70,70407,29373
Poix-de-Picardie,2.07,80,80630,33531
Ruynes-en-Margeride,2.07,15,15168,5677
Saint-André-de-Bâgé,2.07,1,1332,585
Saint-Denis-de-Vaux,2.07,71,71403,29935
Saint-Désert,2.07,71,71404,29936
Saint-Jean-de-Vaux,2.07,71,71430,29960
Saint-Mard-de-Vaux,2.07,71,71447,29976
Saint-Maximin-la-Sainte-Baume,2.07,83,83116,34353
Saint-Valery-sur-Somme,2.07,80,80721,33614
Sérézin-du-Rhône,2.07,69,69294,28990
Taurinya,2.07,66,66204,27769
Tresses,2.07,33,33535,13734
Vaxoncourt,2.07,88,88497,35786
Vielmur-sur-Agout,2.07,81,81315,34032
Aigues-Mortes,2.06,30,30003,11810
Albon,2.06,26,26002,10079
Aubord,2.06,30,30020,11827
Bas-et-Lezat,2.06,63,63030,26111
Boësses,2.06,45,45033,17513
Cabannes,2.06,13,13018,4707
Cepoy,2.06,45,45061,17540
Chailly-en-Gâtinais,2.06,45,45066,17545
Châlette-sur-Loing,2.06,45,45068,17547
Chapdes-Beaufort,2.06,63,63085,26166
Châteaurenard,2.06,13,13027,4716
Chevillon-sur-Huillard,2.06,45,45092,17569
Conflans-sur-Loing,2.06,45,45102,17579
Corquilleroy,2.06,45,45104,17581
Dehault,2.06,72,72114,30223
Esprels,2.06,70,70219,29200
Eyragues,2.06,13,13036,4725
Feurs,2.06,42,42094,16765
Grainville-Langannerie,2.06,14,14310,5096
Graveson,2.06,13,13045,4734
Herry,2.06,18,18110,6760
La Motte-d'Aveillans,2.06,38,38265,15219
La Motte-Saint-Martin,2.06,38,38266,15220
La Vôge-les-Bains,2.06,88,88029,220960
Laissac-Sévérac l'Église,2.06,12,12120,220304
Le Grau-du-Roi,2.06,30,30133,11937
Mane,2.06,31,31315,12471
Ménil-Hermei,2.06,61,61267,24943
Mollégès,2.06,13,13064,4753
Montargis,2.06,45,45208,17680
Montenach,2.06,57,57479,22749
Notre-Dame-de-Vaulx,2.06,38,38280,15234
Noves,2.06,13,13066,4755
Orgon,2.06,13,13067,4756
Paucourt,2.06,45,45249,17721
Paussac-et-Saint-Vivien,2.06,24,24319,9228
Pierre-Châtel,2.06,38,38304,15258
Plan-d'Orgon,2.06,13,13076,4765
Puget-Théniers,2.06,6,6099,2316
Pusignan,2.06,69,69285,28981
Rognonas,2.06,13,13083,4772
Saint-Andiol,2.06,13,13089,4778
Saint-Aubin-des-Landes,2.06,35,35252,14342
Saint-Georges-sur-Arnon,2.06,36,36195,14644
Saint-Laurent-d'Aigouze,2.06,30,30276,12080
Saint-Maurice-sur-Fessard,2.06,45,45293,17765
Saint-Vincent-Bragny,2.06,71,71490,30017
Seveux-Motey,2.06,70,70491,260346
Solterre,2.06,45,45312,17782
Vallabrègues,2.06,30,30336,12140
Verquières,2.06,13,13116,4805
Viglain,2.06,45,45336,17804
Villemandeur,2.06,45,45338,17806
Villenauxe-la-Grande,2.06,10,10420,3922
Vimory,2.06,45,45345,17813
Vouthon,2.06,16,16421,6174
Aiguefonde,2.05,81,81002,33721
Aussillon,2.05,81,81021,33740
Autechaux,2.05,25,25032,9513
Biars-sur-Cère,2.05,46,46029,17845
Blanzat,2.05,63,63042,26123
Boigny-sur-Bionne,2.05,45,45034,17514
Bou,2.05,45,45043,17523
Bout-du-Pont-de-Larn,2.05,81,81036,33755
Braye-sur-Maulne,2.05,37,37036,14732
Bretenoux,2.05,46,46038,17854
Caucalières,2.05,81,81066,33784
Chanteau,2.05,45,45072,17550
Châteaugay,2.05,63,63099,26180
Chaulgnes,2.05,58,58067,23091
Chécy,2.05,45,45089,17567
Chenières,2.05,54,54127,21066
Combleux,2.05,45,45100,17577
Cons-la-Grandville,2.05,54,54137,21076
Cosnes-et-Romain,2.05,54,54138,21077
Cournon-d'Auvergne,2.05,63,63124,26205
Cutry,2.05,54,54151,21090
Doulaincourt-Saucourt,2.05,52,52177,20384
Fillières,2.05,54,54194,21133
Fleury-les-Aubrais,2.05,45,45147,17621
Gorcy,2.05,54,54234,21173
Gorron,2.05,53,53107,20779
Guilly,2.05,36,36085,14534
Haucourt-Moulaine,2.05,54,54254,21193
Herserange,2.05,54,54261,21200
Hussigny-Godbrange,2.05,54,54270,21208
Ingré,2.05,45,45169,17642
Jons,2.05,69,69280,28976
La Chapelle-Saint-Mesmin,2.05,45,45075,17553
Laix,2.05,54,54290,21228
Lavigny,2.05,39,39288,15776
Le Vernois,2.05,39,39553,16022
Lexy,2.05,54,54314,21252
Longlaville,2.05,54,54321,21258
Longwy,2.05,54,54323,21260
Loudes,2.05,43,43124,17125
Ludesse,2.05,63,63199,26280
Mardié,2.05,45,45194,17666
Marigny-les-Usages,2.05,45,45197,17669
Mazamet,2.05,81,81163,33881
Mexy,2.05,54,54367,21302
Monistrol-d'Allier,2.05,43,43136,17137
Montain,2.05,39,39349,15835
Morfontaine,2.05,54,54385,21319
Offwiller,2.05,67,67358,28132
Oizon,2.05,18,18170,6820
Orléans,2.05,45,45234,17706
Payrin-Augmontel,2.05,81,81204,33921
Peipin,2.05,4,4145,1957
Pont-de-Larn,2.05,81,81209,33926
Réhon,2.05,54,54451,21384
Rothbach,2.05,67,67415,28185
Saint-Cyr-en-Val,2.05,45,45272,17744
Saint-Denis-en-Val,2.05,45,45274,17746
Saint-Étienne-de-Fontbellon,2.05,7,7231,2604
Saint-Germain-sur-Ay,2.05,50,50481,19470
Saint-Hilaire-Saint-Mesmin,2.05,45,45282,17754
Saint-Jean-de-Braye,2.05,45,45284,17756
Saint-Jean-de-la-Ruelle,2.05,45,45285,17757
Saint-Jean-le-Blanc,2.05,45,45286,17758
Saint-Préjet-d'Allier,2.05,43,43220,17217
Saint-Pryvé-Saint-Mesmin,2.05,45,45298,17769
Saran,2.05,45,45302,17773
Saulnes,2.05,54,54493,21425
Semoy,2.05,45,45308,17778
Thueyts,2.05,7,7322,2692
Tiercelet,2.05,54,54525,21456
Ugny,2.05,54,54537,21468
Vazeilles-Limandre,2.05,43,43254,17248
Verdigny,2.05,18,18274,6924
Vernassal,2.05,43,43259,17253
Villers-la-Montagne,2.05,54,54575,21506
Villiersfaux,2.05,41,41293,16670
Villiers-sur-Suize,2.05,52,52538,20666
Abbévillers,2.04,25,25004,9487
Allenjoie,2.04,25,25011,9493
Allondans,2.04,25,25013,9495
Arbouans,2.04,25,25020,9502
Audincourt,2.04,25,25031,9512
Autechaux-Roide,2.04,25,25033,9514
Badevel,2.04,25,25040,9520
Bart,2.04,25,25043,9523
Bavans,2.04,25,25048,9528
Berche,2.04,25,25054,9534
Bethoncourt,2.04,25,25057,9537
Beutal,2.04,25,25059,9539
Blamont,2.04,25,25063,9543
Bondeval,2.04,25,25071,9548
Bourguignon,2.04,25,25082,9557
Bretigney,2.04,25,25093,9568
Brognard,2.04,25,25097,9572
Cerbère,2.04,66,66048,27619
Chamborigaud,2.04,30,30080,11885
Chaspuzac,2.04,43,43062,17063
Chassillé,2.04,72,72070,30180
Colombier-Fontaine,2.04,25,25159,9629
Coulmier-le-Sec,2.04,21,21201,7784
Courcelles-lès-Montbéliard,2.04,25,25170,9636
Dambelin,2.04,25,25187,9653
Dambenois,2.04,25,25188,9654
Dampierre-les-Bois,2.04,25,25190,9656
Dampierre-sur-le-Doubs,2.04,25,25191,9657
Dasle,2.04,25,25196,9662
Dung,2.04,25,25207,9671
Échenans,2.04,25,25210,9674
Écot,2.04,25,25214,9678
Écurcey,2.04,25,25216,9680
Étouvans,2.04,25,25224,9688
Étupes,2.04,25,25228,9692
Exincourt,2.04,25,25230,9694
Fenouillet-du-Razès,2.04,11,11139,4086
Fesches-le-Châtel,2.04,25,25237,9701
Feule,2.04,25,25239,9703
Glay,2.04,25,25274,9736
Goux-lès-Dambelin,2.04,25,25281,9743
Grand-Charmont,2.04,25,25284,9746
Hérimoncourt,2.04,25,25304,9763
Issans,2.04,25,25316,9775
Issirac,2.04,30,30134,11938
La Vernelle,2.04,36,36233,14682
Le Cendre,2.04,63,63069,26150
Le Puy-Sainte-Réparade,2.04,13,13080,4769
Lissac-et-Mouret,2.04,46,46175,17991
Longevelle-sur-Doubs,2.04,25,25345,9803
Lougres,2.04,25,25350,9808
Mairy-sur-Marne,2.04,51,51339,19944
Mandeure,2.04,25,25367,9821
Mathay,2.04,25,25370,9824
Meslières,2.04,25,25378,9832
Montbéliard,2.04,25,25388,9842
Montclus,2.04,30,30175,11979
Montenois,2.04,25,25394,9848
Navilly,2.04,71,71329,29861
Neuchâtel-Urtière,2.04,25,25422,9872
Noirefontaine,2.04,25,25426,9875
Nommay,2.04,25,25428,9877
Noyers-sur-Cher,2.04,41,41164,16542
Pierrefontaine-lès-Blamont,2.04,25,25452,9901
Pont-de-Roide-Vermondans,2.04,25,25463,9912
Présentevillers,2.04,25,25469,9918
Pruniers,2.04,36,36169,14618
Raynans,2.04,25,25481,9930
Rémondans-Vaivre,2.04,25,25485,9933
Richebourg,2.04,78,78520,32571
Roches-lès-Blamont,2.04,25,25497,9945
Roubia,2.04,11,11324,4270
Saint-Julien-lès-Montbéliard,2.04,25,25521,9969
Saint-Maurice-Colombier,2.04,25,25524,9972
Saint-Médard-en-Forez,2.04,42,42264,16928
Saint-Paulet,2.04,11,11362,4307
Saint-Privat-d'Allier,2.04,43,43221,220862
Seloncourt,2.04,25,25539,9987
Semondans,2.04,25,25540,9988
Sochaux,2.04,25,25547,9994
Solemont,2.04,25,25548,9995
Taillecourt,2.04,25,25555,10002
Thulay,2.04,25,25562,10009
Traves,2.04,70,70504,29465
Valentigney,2.04,25,25580,10025
Vandoncourt,2.04,25,25586,10030
Vieux-Charmont,2.04,25,25614,10056
Villars-lès-Blamont,2.04,25,25615,10057
Villars-sous-Dampjoux,2.04,25,25617,10059
Villars-sous-Écot,2.04,25,25618,10060
Voujeaucourt,2.04,25,25632,10074
Albi,2.03,81,81004,33723
Andrézieux-Bouthéon,2.03,42,42005,16679
Arthès,2.03,81,81018,33737
Aspiran,2.03,34,34013,13767
Beaumotte-lès-Pin,2.03,70,70060,29053
Berthelange,2.03,25,25055,9535
Blâmont,2.03,54,54077,21016
Blond,2.03,87,87018,35122
Brignac,2.03,34,34041,13795
Brillac,2.03,16,16065,5837
Burdignes,2.03,42,42028,16701
Cambon,2.03,81,81052,33771
Capestang,2.03,34,34052,13806
Carlus,2.03,81,81059,33777
Castelnau-de-Lévis,2.03,81,81063,33781
Ceyras,2.03,34,34076,13830
Chaumercenne,2.03,70,70142,29128
Clermont-l'Hérault,2.03,34,34079,13833
Corcelles-Ferrières,2.03,25,25162,9632
Courchapon,2.03,25,25172,9638
Courcuire,2.03,70,70181,29165
Cugney,2.03,70,70192,29175
Cult,2.03,70,70193,29176
Cunac,2.03,81,81074,33792
Dénat,2.03,81,81079,33797
Dieuze,2.03,57,57177,22462
Domazan,2.03,30,30103,11908
Fontaines,2.03,71,71202,29737
Fontès,2.03,34,34103,13857
Fréjairolles,2.03,81,81097,33815
Gressy,2.03,77,77214,32059
Hyèvre-Paroisse,2.03,25,25313,9772
Iverny,2.03,77,77233,32078
Jallerange,2.03,25,25317,9776
Josnes,2.03,41,41105,16486
Jouy-en-Josas,2.03,78,78322,32489
Kirsch-lès-Sierck,2.03,57,57364,22642
La Ville-ès-Nonais,2.03,35,35358,14445
Lapanouse-de-Cernon,2.03,12,12122,4507
Lauterbourg,2.03,67,67261,28043
Le Plessis-aux-Bois,2.03,77,77364,32204
Le Sequestre,2.03,81,81284,34001
Lescure-d'Albigeois,2.03,81,81144,33862
Liausson,2.03,34,34137,13891
Lieuran-Cabrières,2.03,34,34138,13892
Loqueffret,2.03,29,29141,11657
Marssac-sur-Tarn,2.03,81,81156,33874
Maxent,2.03,35,35169,14261
Mérifons,2.03,34,34156,13910
Messy,2.03,77,77292,32137
Montagney,2.03,70,70353,29326
Montigny-Mornay-Villeneuve-sur-Vingeanne,2.03,21,21433,8015
Mont-Saint-Léger,2.03,140,140738,58680
Mourèze,2.03,34,34175,13929
Nébian,2.03,34,34180,13934
Neewiller-près-Lauterbourg,2.03,67,67315,28094
Niederlauterbach,2.03,67,67327,28103
Oberlauterbach,2.03,67,67346,28121
Octon,2.03,34,34186,13940
Ouroux-sur-Saône,2.03,71,71336,29868
Padirac,2.03,46,46213,18029
Paulhan,2.03,34,34194,13948
Pontarion,2.03,23,23155,8817
Pouilly-sur-Vingeanne,2.03,21,21503,8083
Puygouzon,2.03,81,81218,220745
Ruffey-le-Château,2.03,25,25510,9958
Saint-Félix-de-Lodez,2.03,34,34254,14008
Saint-Genès-la-Tourette,2.03,63,63348,26427
Saint-Juéry,2.03,81,81257,33974
Saint-Just-Malmont,2.03,43,43205,17203
Saint-Maurice-sur-Vingeanne,2.03,21,21562,8141
Saint-Paulet-de-Caisson,2.03,30,30290,12094
Saint-Seine-sur-Vingeanne,2.03,21,21574,8153
Salasc,2.03,34,34292,14045
Saliès,2.03,81,81274,33991
Salmbach,2.03,67,67432,28201
Salses-le-Château,2.03,66,66190,27756
Scey-sur-Saône-et-Saint-Albin,2.03,70,70482,29444
Scheibenhard,2.03,67,67443,28212
Sorcy-Saint-Martin,2.03,55,55496,21956
Tendu,2.03,36,36219,14668
Terssac,2.03,81,81297,34014
Thiers,2.03,63,63430,26508
Tournon-Saint-Martin,2.03,36,36224,14673
Tournon-Saint-Pierre,2.03,37,37259,14951
Usclas-d'Hérault,2.03,34,34315,14068
Valmascle,2.03,34,34323,14076
Villeneuvette,2.03,34,34338,14091
Vitry-aux-Loges,2.03,45,45346,17814
Ahun,2.02,23,23001,8667
Allauch,2.02,13,13002,4691
Ancerviller,2.02,54,54014,20953
Arbin,2.02,73,73018,30504
Bargemon,2.02,83,83011,34249
Bisten-en-Lorraine,2.02,57,57087,22377
Brizay,2.02,37,37040,14736
Carnoux-en-Provence,2.02,13,13119,4808
Céret,2.02,66,66049,27620
Ceyrat,2.02,63,63070,26151
Clérey-la-Côte,2.02,88,88107,35410
Connangles,2.02,43,43076,17077
Dalhunden,2.02,67,67082,27875
Diesen,2.02,57,57765,23023
Druelle Balsac,2.02,12,12090,220758
Étival-Clairefontaine,2.02,88,88165,35468
Gauré,2.02,31,31215,12372
Guerting,2.02,57,57274,22556
Ham-sous-Varsberg,2.02,57,57288,22568
Harmonville,2.02,88,88232,35531
Jaujac,2.02,7,7107,2483
Jegun,2.02,32,32162,12908
Jubainville,2.02,88,88255,35554
L' Hospitalet,2.02,4,4095,1915
L' Île-Bouchard,2.02,37,37119,14815
La Petite-Raon,2.02,88,88346,35642
Le Monastère,2.02,12,12146,4530
Le Rove,2.02,13,13088,4777
Le Tholonet,2.02,13,13109,4798
Lemud,2.02,57,57392,22668
Lhomme,2.02,72,72161,30269
Luc-la-Primaube,2.02,12,12133,4517
Lurais,2.02,36,36104,14553
Marseille,2.02,13,13055,4744
Martigny-les-Gerbonvaux,2.02,88,88290,35589
Milhars,2.02,81,81165,33883
Montarlot-lès-Rioz,2.02,70,70355,29327
Moriat,2.02,63,63242,26322
Néris-les-Bains,2.02,3,3195,1715
Olemps,2.02,12,12174,4558
Onet-le-Château,2.02,12,12176,4560
Panzoult,2.02,37,37178,14873
Pérignat-lès-Sarliève,2.02,63,63272,26352
Piquecos,2.02,82,82140,34183
Porcelette,2.02,57,57550,22818
Puceul,2.02,44,44138,17398
Punerot,2.02,88,88363,35659
Revest-des-Brousses,2.02,4,4162,1971
Robiac-Rochessadoule,2.02,30,30216,12020
Rodez,2.02,12,12202,4586
Ruppes,2.02,88,88407,35699
Saint-Août,2.02,36,36180,14629
Sainte-Radegonde,2.02,12,12241,4625
Saint-Étienne-lès-Remiremont,2.02,88,88415,35706
Saint-Sozy,2.02,46,46293,18109
Saint-Yrieix-le-Déjalat,2.02,19,19249,7187
Sébazac-Concourès,2.02,12,12264,4648
Septèmes-les-Vallons,2.02,13,13106,4795
Sessenheim,2.02,67,67465,28233
Soufflenheim,2.02,67,67472,28240
Stattmatten,2.02,67,67476,28244
Tranqueville-Graux,2.02,88,88478,35767
Treigny-Perreuse-Sainte-Colombe,2.02,89,89420,260320
Varennes-Changy,2.02,45,45332,17800
Varsberg,2.02,57,57696,22960
Visseiche,2.02,35,35359,14446
Zellenberg,2.02,68,68383,28699
Bazolles,2.01,58,58024,23048
Berre-les-Alpes,2.01,6,6015,2232
Beynac-et-Cazenac,2.01,24,24040,8964
Bongheat,2.01,63,63044,26125
Bouc-Bel-Air,2.01,13,13015,4704
Changey,2.01,52,52105,20326
Confracourt,2.01,70,70169,29154
Cortevaix,2.01,71,71147,29683
Couffy,2.01,41,41063,16445
Coutençon,2.01,77,77140,31988
Dampierre-sur-Linotte,2.01,70,70197,29180
Jonzac,2.01,17,17197,6368
Juvigny Val d'Andaine,2.01,61,61211,220418
La Chapelle-au-Mans,2.01,71,71088,29625
Luceau,2.01,72,72173,30281
Marnhagues-et-Latour,2.01,12,12139,4523
Neuilly-l'Évêque,2.01,52,52348,20517
Olloix,2.01,63,63259,26339
Pierrefort,2.01,15,15152,5661
Pont-de-Chéruy,2.01,38,38316,15270
Romagnat,2.01,63,63307,26387
Saint-Vincent,2.01,63,63403,26481
Sorèze,2.01,81,81288,34005
Tavernay,2.01,71,71535,30061
Vergéal,2.01,35,35350,14437
Ableiges,2,95,95002,36698
Argenteuil,2,190,190036,73406
Argentré,2,53,53007,20685
Aveizieux,2,42,42010,16684
Barret-de-Lioure,2,26,26026,10103
Baudoncourt,2,70,70055,29048
Boisemont,2,95,95074,36723
Boissy-l'Aillerie,2,95,95078,36724
Bonchamp-lès-Laval,2,53,53034,20710
Bondoufle,2,91,91086,36400
Breuches,2,70,70093,29084
Broquiès,2,12,12037,4422
Carnoules,2,83,83033,34270
Cergy,2,95,95127,36734
Clermont-Ferrand,2,63,63113,26194
Combs-la-Ville,2,77,77122,31970
Congénies,2,30,30091,11896
Corconne,2,30,30095,11900
Cormeilles-en-Vexin,2,95,95177,36749
Courcelles-sur-Viosne,2,95,95181,36750
Courdimanche,2,95,95183,36751
Darvoy,2,45,45123,17599
Épiais-Rhus,2,95,95213,36759
Éragny,2,95,95218,36761
Évry-Courcouronnes,2,91,91228,260541
Forcé,2,53,53099,20771
Frémécourt,2,95,95254,36768
Génicourt,2,95,95271,36775
Grisy-les-Plâtres,2,95,95287,36779
Hérouville-en-Vexin,2,95,95308,36787
Jouy-le-Moutier,2,95,95323,36791
Ledeuix,2,64,64328,26871
Livilliers,2,95,95341,36794
Louvigné,2,53,53141,20813
Menucourt,2,95,95388,36806
Moislains,2,80,80552,33458
Moissy-Cramayel,2,77,77296,32141
Montgeroult,2,95,95422,36811
Morsang-sur-Seine,2,91,91435,36500
Nandy,2,77,77326,32170
Neuville-sur-Oise,2,95,95450,36823
Nohanent,2,63,63254,26334
Osny,2,95,95476,36828
Parné-sur-Roc,2,53,53175,20843
Pontoise,2,95,95500,36837
Puiseux-Pontoise,2,95,95510,36840
Réau,2,77,77384,32223
Ris-Orangis,2,91,91521,36520
Saint-Blancard,2,32,32365,13109
Sainte-Marie-en-Chaux,2,70,70470,29432
Saint-Ferréol-des-Côtes,2,63,63341,26420
