Nom de la commune adhérente,Somme de DPT de la commune,Somme de Code INSEE de la commune adhérente,Somme de Tarif zone tarifaire 1
Soudron,51,51556,1.89
Soulanges,51,51557,2.07
Soulières,51,51558,1.32
Suippes,51,51559,2.22
Suizy-le-Franc,51,51560,3.9
Taissy,51,51562,1.55
Talus-Saint-Prix,51,51563,3.9
Thaas,51,51565,1.76
Thibie,51,51566,1.43
Thiéblemont-Farémont,51,51567,0.98
Thillois,51,51569,2.19
Tilloy-et-Bellay,51,51572,2.22
Tinqueux,51,51573,1.55
Togny-aux-Boeufs,51,51574,2.05
Tours-sur-Marne,51,51576,1.99
Tramery,51,51577,2.19
Trécon,51,51578,1.32
Tréfols,51,51579,2.97
Tréméven,51,51667,4.8
Trépail,51,51580,2.53
Treslon,51,51581,2.19
Trigny,51,51582,2.19
Trois-Fontaines-l'Abbaye,51,51583,1.98
Trois-Puits,51,51584,2.9
Troissy,51,51585,3.34
Unchair,51,51586,2.19
Vadenay,51,51587,1.59
Val de Livre,51,51564,1.99
Val-des-Marais,51,51158,1.32
Val-de-Vesle,51,51571,1.78
Valmy,51,51588,2.83
Vandeuil,51,51591,2.19
Vassimont-et-Chapelaine,51,51594,1.73
Vatry,51,51595,1.79
Vauchamps,51,51596,2.97
Vauciennes,51,51597,3.34
Vaudemange,51,51599,1.55
Vaudesincourt,51,51600,1.73
Vavray-le-Grand,51,51601,2.53
Vélye,51,51603,1.32
Ventelay,51,51604,2.79
Venteuil,51,51605,3.34
Vernancourt,51,51608,1.35
Vert-Toulon,51,51611,1.32
Verzenay,51,51613,2.4
Verzy,51,51614,2.4
Vésigneul-sur-Marne,51,51616,2.02
Ville-Dommange,51,51622,2.9
Ville-en-Selve,51,51623,2.4
Ville-en-Tardenois,51,51624,2.19
Villeneuve-Renneville-Chevigny,51,51627,1.32
Villeneuve-Saint-Vistre-et-Villevotte,51,51628,2.36
Villers-Allerand,51,51629,2.4
Villers-aux-Bois,51,51630,1.32
Villers-aux-Noeuds,51,51631,2.9
Villers-en-Argonne,51,51632,2.83
Villers-Franqueux,51,51633,2.19
Villers-le-Château,51,51634,1.62
Villers-Marmery,51,51636,2.4
Villeseneux,51,51638,1.32
Villevenard,51,51641,3.9
Villiers-aux-Corneilles,51,51642,2.25
Vindey,51,51645,4.48
Vitry-la-Ville,51,51648,2.05
Vitry-le-François,51,51649,2.07
Voilemont,51,51650,2.83
Vouarces,51,51652,2.25
Vouillers,51,51654,1.98
Vouzy,51,51655,1.32
Vraux,51,51656,1.81
Warmeriville,51,51660,1.75
Witry-lès-Reims,51,51662,1.51
Agneaux,50,50002,2.54
Airel,50,50004,3
Amancey,50,50030,6.96
Amigny,50,50006,2.84
Anctoville-sur-Boscq,50,50008,2.79
Anneville-en-Saire,50,50013,2.98
Appeville,50,50016,2.92
Aucey-la-Plaine,50,50019,2.97
Audouville-la-Hubert,50,50021,2.19
Aumeville-Lestre,50,50022,2.2
Auvers,50,50023,1.76
Auxais,50,50024,1.65
Avanne-Aveney,50,50072,4.92
Azeville,50,50026,2.2
Bacilly,50,50027,2.79
Barenton,50,50029,3.78
Barfleur,50,50030,2.98
Barneville-Carteret,50,50031,2.71
Baudre,50,50034,2.54
Baupte,50,50036,2.92
Beaucoudray,50,50039,2.95
Beauficel,50,50040,3
Benoîtville,50,50045,2.2
Bérigny,50,50046,3
Besneville,50,50049,2.2
Beuvrigny,50,50050,2.44
Beuzeville-la-Bastille,50,50052,2.92
Biéville,50,50054,3.08
Biniville,50,50055,2.2
Blainville-sur-Mer,50,50058,2.82
Blosville,50,50059,2.64
Boisyvon,50,50062,4.06
Bolandoz,50,50140,6.83
Borne,50,50074,4.140000000000001
Bourguenolles,50,50069,3.99
Bourgvallées,50,50546,2.44
Boutteville,50,50070,2.19
Brécey,50,50074,3.05
Bréhal,50,50076,2.81
Bretteville,50,50077,2.2
Breuville,50,50079,2.71
Bréville-sur-Mer,50,50081,2.79
Bricquebosq,50,50083,2.2
Bricqueville-la-Blouette,50,50084,2.82
Bricqueville-sur-Mer,50,50085,3.46
Brillevast,50,50086,2.98
Brix,50,50087,2.71
Brouains,50,50088,3
Byans-sur-Doubs,50,50210,4.35
Cambernon,50,50092,2.96
Cametours,50,50093,2.43
Camprond,50,50094,2.96
Canisy,50,50095,2.44
Carantilly,50,50098,2.43
Carneville,50,50101,2.98
Carolles,50,50102,2.79
Catteville,50,50105,2.2
Cavigny,50,50106,2.84
Céaux,50,50108,2.97
Cérences,50,50109,3.46
Cerisy-la-Forêt,50,50110,3
Cerisy-la-Salle,50,50111,3.07
Champrepus,50,50118,4.13
Chantrans,50,50240,6.38
Chassagne-Saint-Denis,50,50258,6.6
Chaulieu,50,50514,3
Chavoy,50,50126,2.79
Cherbourg-en-Cotentin,50,50129,2.2
Chérencé-le-Héron,50,50130,3.99
Clitourps,50,50135,2.98
Colomby,50,50138,2.98
Condé-sur-Vire,50,50139,2.44
Coudeville-sur-Mer,50,50143,2.79
Coulouvray-Boisbenâtre,50,50144,4.06
Courtils,50,50146,2.97
Couvains,50,50148,3
Couville,50,50149,2.2
Créances,50,50151,1.99
Crollon,50,50155,2.97
Crosville-sur-Douve,50,50156,2.2
Cuves,50,50158,4.06
Dangy,50,50159,2.44
Déservillers,50,50398,6.470000000000001
Digosville,50,50162,2.2
Domjean,50,50164,2.44
Donville-les-Bains,50,50165,2.79
Ducey-Les Chéris,50,50168,2.97
Écausseville,50,50169,2.2
Émondeville,50,50172,2.2
Équilly,50,50174,3.01
Éroudeville,50,50175,2.2
Étienville,50,50177,2.2
Fermanville,50,50178,2.98
Feugères,50,50181,2.96
Fierville-les-Mines,50,50183,2.71
Flottemanville,50,50186,2.98
Folligny,50,50188,3.01
Fontenay-sur-Mer,50,50190,2.2
Fresville,50,50194,2.2
Gathemo,50,50195,2.83
Gatteville-le-Phare,50,50196,2.98
Geffosses,50,50198,2.82
Genêts,50,50199,2.79
Gevresin,50,50540,6.85
Golleville,50,50207,2.2
Gonfreville,50,50208,2.92
Gonneville-Le Theil,50,50209,2.98
Gouvets,50,50214,4.03
Gouville-sur-Mer,50,50215,2.82
Granville,50,50218,2.79
Gratot,50,50219,2.82
Grimesnil,50,50221,3.46
Grosville,50,50222,2.2
Hambye,50,50228,2.95
Hardinvast,50,50230,2.2
Hauteville-la-Guichard,50,50232,2.96
Hauteville-sur-Mer,50,50231,2.99
Hautteville-Bocage,50,50233,2.2
Héauville,50,50238,2.2
Helleville,50,50240,2.2
Hémevez,50,50241,2.98
Heugueville-sur-Sienne,50,50243,2.82
Hiesville,50,50246,2.19
Hocquigny,50,50247,3.01
Huberville,50,50251,2.98
Hudimesnil,50,50252,3.46
Huisnes-sur-Mer,50,50253,2.97
Joganville,50,50258,2.2
Juilley,50,50259,2.97
L' Étang-Bertrand,50,50176,2.98
La Baleine,50,50028,4.13
La Barre-de-Semilly,50,50032,3
La Bloutière,50,50060,4.13
La Bonneville,50,50064,2.2
La Chaise-Baudouin,50,50112,2.99
La Chapelle-Cécelin,50,50121,4.06
La Chapelle-Urée,50,50124,3.21
La Hague,50,50041,2.2
La Haye-Bellefond,50,50234,2.95
La Haye-d'Ectot,50,50235,2.71
La Lande-d'Airou,50,50262,3.99
La Lucerne-d'Outremer,50,50281,3.01
La Luzerne,50,50283,3
La Meauffe,50,50297,2.54
La Meurdraquière,50,50327,3.01
La Mouche,50,50361,3.01
La Pernelle,50,50395,2.98
La Vendelée,50,50624,2.82
Lafarre,50,50233,4.640000000000001
Laulne,50,50265,2.92
Le Dézert,50,50161,2.84
Le Fresne-Poret,50,50193,3
Le Grand-Celland,50,50217,3.21
Le Grippon,50,50115,3.01
Le Guislain,50,50225,2.95
Le Loreur,50,50278,3.46
Le Lorey,50,50279,2.96
Le Luot,50,50282,2.79
Le Mesnil,50,50299,2.71
Le Mesnil-Adelée,50,50300,3.01
Le Mesnil-Amey,50,50302,2.52
Le Mesnil-Aubert,50,50304,3.46
Le Mesnil-au-Val,50,50305,2.2
Le Mesnil-Eury,50,50310,2.52
Le Mesnil-Garnier,50,50311,4.13
Le Mesnil-Gilbert,50,50312,4.06
Le Mesnil-Ozenne,50,50317,3.21
Le Mesnil-Rouxelin,50,50321,2.54
Le Mesnil-Véneron,50,50324,2.84
Le Mesnil-Villeman,50,50326,4.13
Le Mont-Saint-Michel,50,50353,2.97
Le Neufbourg,50,50371,3.6
Le Parc,50,50535,2.79
Le Perron,50,50398,3.08
Le Petit-Celland,50,50399,3.21
Le Plessis-Lastelle,50,50405,2.92
Le Rozel,50,50442,2.2
Le Tanu,50,50590,3.01
Le Teilleul,50,50591,3.9
Le Vast,50,50619,2.98
Le Vicel,50,50633,2.98
Lengronne,50,50266,3.46
Les Cresnays,50,50152,3.21
Les Loges-sur-Brécey,50,50275,4.06
Les Moitiers-d'Allonne,50,50332,2.71
Les Pieux,50,50402,2.2
Lessay,50,50267,1.52
Lestre,50,50268,2.2
Levier,50,50668,6.07
Liesville-sur-Douve,50,50269,2.19
Lingeard,50,50271,4.06
Lolif,50,50276,2.79
Magneville,50,50285,2.98
Marcey-les-Grèves,50,50288,2.79
Margueray,50,50291,4.03
Marigny-Le-Lozon,50,50292,2.52
Martinvast,50,50294,2.2
Maupertuis,50,50295,2.95
Maupertus-sur-Mer,50,50296,2.98
Méautis,50,50298,1.76
Mésandans,50,50754,4.92
Montabot,50,50334,2.95
Montaigu-la-Brisette,50,50335,2.98
Montaigu-les-Bois,50,50336,4.13
Montbray,50,50338,4.03
Montcuit,50,50340,2.96
Montebourg,50,50341,2.2
Montfarville,50,50342,2.98
Monthuchon,50,50345,2.96
Montjoie-Saint-Martin,50,50347,2.97
Montmahoux,50,50808,5.96
Montmartin-sur-Mer,50,50349,2.99
Montpinchon,50,50350,2.43
Montrabot,50,50351,3.08
Montreuil-sur-Lozon,50,50352,2.52
Montsenelle,50,50273,2.92
Moon-sur-Elle,50,50356,3
Morigny,50,50357,4.03
Mortain-Bocage,50,50359,3.61
Morteau,50,50822,7.4399999999999995
Morville,50,50360,2.98
Muneville-le-Bingard,50,50364,2.96
Muneville-sur-Mer,50,50365,3.46
Négreville,50,50369,2.98
Néhou,50,50370,2.2
Neuville-au-Plain,50,50373,2.64
Neuville-en-Beaumont,50,50374,2.2
Nicorps,50,50376,2.43
Notre-Dame-de-Cenilly,50,50378,2.43
Notre-Dame-de-Livoye,50,50379,3.05
Nouainville,50,50382,2.2
Octeville-l'Avenel,50,50384,2.98
Orglandes,50,50387,2.2
Orval sur Sienne,50,50388,2.99
Osselle-Routelle,50,50876,5.45
Ouville,50,50389,2.43
Ozeville,50,50390,2.2
Percy-en-Normandie,50,50393,2.95
Perriers-en-Beauficel,50,50397,3
Pirou,50,50403,1.99
Plassac,50,50604,4.640000000000001
Pontaubault,50,50408,2.97
Ponts,50,50411,2.79
Port-Bail-sur-Mer,50,50412,2.71
Précey,50,50413,2.97
Puessans,50,50944,5.16
Quettehou,50,50417,2.98
Quibou,50,50420,2.44
Quinéville,50,50421,2.2
Raids,50,50422,1.65
Rampan,50,50423,2.54
Rauville-la-Bigot,50,50425,2.71
Rauville-la-Place,50,50426,2.2
Reffuveille,50,50428,3.21
Regnéville-sur-Mer,50,50429,2.99
Reigneville-Bocage,50,50430,2.2
Remilly Les Marais,50,50431,2.97
Reugney,50,50978,5.96
Réville,50,50433,2.98
Rocheville,50,50435,2.71
Roncey,50,50437,2.43
Roset-Fluans,50,51004,4.35
Sacey,50,50443,2.97
Saint-André-de-Bohon,50,50445,1.65
Saint-André-de-l'Épine,50,50446,3
Saint-Aubin-des-Préaux,50,50447,2.79
Saint-Aubin-de-Terregatte,50,50448,2.97
Saint-Christophe-du-Foc,50,50454,2.2
Saint-Clair-sur-l'Elle,50,50455,3
Saint-Clément-Rancoudray,50,50456,3.55
Saint-Cyr-du-Bailleul,50,50462,3.9
Saint-Denis-le-Gast,50,50463,3.46
Saint-Denis-le-Vêtu,50,50464,2.43
Sainte-Suzanne-sur-Vire,50,50556,2.44
Saint-Floxel,50,50467,2.2
Saint-Fromond,50,50468,2.84
Saint-Georges-de-la-Rivière,50,50471,2.71
Saint-Georges-de-Livoye,50,50472,3.05
Saint-Georges-d'Elle,50,50473,3
Saint-Georges-de-Rouelley,50,50474,3.78
Saint-Georges-Montcocq,50,50475,2.54
Saint-Germain-d'Elle,50,50476,3
Saint-Germain-de-Tournebut,50,50478,2.98
Saint-Germain-de-Varreville,50,50479,2.19
Saint-Germain-sur-Sèves,50,50482,1.65
Saint-Hilaire-du-Bois,50,50764,5.4399999999999995
Saint-Jacques-de-Néhou,50,50486,2.71
Saint-James,50,50487,2.97
Saint-Jean-de-Daye,50,50488,2.84
Saint-Jean-de-la-Haize,50,50489,2.79
Saint-Jean-de-la-Rivière,50,50490,2.71
Saint-Jean-de-Savigny,50,50491,3
Saint-Jean-du-Corail-des-Bois,50,50495,3.99
Saint-Laurent-de-Cuves,50,50499,4.06
Saint-Laurent-de-Terregatte,50,50500,2.97
Saint-Lô,50,50502,2.54
Saint-Louet-sur-Vire,50,50504,2.44
Saint-Malo-de-la-Lande,50,50506,2.82
Saint-Martin-d'Aubigny,50,50510,2.96
Saint-Martin-d'Audouville,50,50511,2.2
Saint-Martin-de-Bonfossé,50,50512,2.44
Saint-Martin-de-Cenilly,50,50513,2.43
Saint-Martin-de-Varreville,50,50517,2.19
Saint-Martin-le-Bouillant,50,50518,4.06
Saint-Martin-le-Gréard,50,50519,2.2
Saint-Maur-des-Bois,50,50521,4.06
Saint-Maurice-en-Cotentin,50,50522,2.71
Saint-Michel-de-Montjoie,50,50525,4.06
Saint-Pair-sur-Mer,50,50532,2.79
Saint-Patrice-de-Claids,50,50533,2.92
Saint-Pierre-d'Arthéglise,50,50536,2.71
Saint-Pierre-de-Coutances,50,50537,2.41
Saint-Pierre-de-Semilly,50,50538,3
Saint-Pierre-Église,50,50539,2.98
Saint-Pierre-Langers,50,50540,2.79
Saint-Planchers,50,50541,2.79
Saint-Pois,50,50542,4.06
Saint-Quentin-sur-le-Homme,50,50543,2.97
Saint-Sauveur-la-Pommeraye,50,50549,3.01
Saint-Sauveur-le-Vicomte,50,50551,2.2
Saint-Sébastien-de-Raids,50,50552,2.96
Saint-Senier-de-Beuvron,50,50553,2.97
Saint-Vaast-la-Hougue,50,50562,2.98
Saint-Vigor-des-Monts,50,50563,4.03
Saint-Vit,50,51054,4.26
Saussemesnil,50,50567,2.98
Sébeville,50,50571,2.19
Sénoville,50,50572,2.71
Servon,50,50574,2.97
Sideville,50,50575,2.2
Siouville-Hague,50,50576,2.2
Sortosville,50,50578,2.98
Sortosville-en-Beaumont,50,50577,2.71
Sottevast,50,50579,2.71
Sotteville,50,50580,2.2
Sourdeval,50,50582,3
Surtainville,50,50585,2.2
Taillepied,50,50587,2.2
Tamerville,50,50588,2.98
Tanis,50,50589,2.97
Terre-et-Marais,50,50564,1.65
Tessy-Bocage,50,50592,2.44
Teurthéville-Bocage,50,50593,2.98
Teurthéville-Hague,50,50594,2.2
Thèreval,50,50239,2.52
Théville,50,50596,2.98
Tollevast,50,50599,2.2
Tourneville-sur-Mer,50,50272,2.99
Tourville-sur-Sienne,50,50603,2.82
Tréauville,50,50604,2.2
Tribehou,50,50606,2.97
Turqueville,50,50609,2.19
Vains,50,50612,2.79
Valcanville,50,50613,2.98
Varenguebec,50,50617,2.92
Varouville,50,50618,2.98
Vaudreville,50,50621,2.2
Ver,50,50626,3.46
Vernix,50,50628,3.05
Vicq-sur-Mer,50,50142,2.98
Videcosville,50,50634,2.98
Villars-Saint-Georges,50,51232,4.35
Villebaudon,50,50637,2.95
Villiers-Fossard,50,50641,3
Virandeville,50,50643,2.2
Yquelon,50,50647,2.79
Yvetot-Bocage,50,50648,2.98
Angers,49,49007,2.08
Angrie,49,49008,2.87
Antoigné,49,49009,2.51
Armaillé,49,49010,2.87
Artannes-sur-Thouet,49,49011,2.51
Aubigné-sur-Layon,49,49012,2.72
Baracé,49,49017,3.01
Baugé-en-Anjou,49,49018,2.35
Beaucouzé,49,49020,2.08
Beaufort-en-Anjou,49,49021,2.35
Beaulieu-sur-Layon,49,49022,2.71
Beaupréau-en-Mauges,49,49023,1.93
Bécon-les-Granits,49,49026,2.67
Bégrolles-en-Mauges,49,49027,2.17
Béhuard,49,49028,2.08
Bellevigne-les-Châteaux,49,49060,2.51
Birac,49,49098,4.74
Blaison-Saint-Sulpice,49,49029,2.84
Blou,49,49030,2.3
Bouchemaine,49,49035,2.08
Bouillé-Ménard,49,49036,2.87
Bourg-l'Évêque,49,49038,2.87
Brain-sur-Allonnes,49,49041,2.3
Briollay,49,49048,2.08
Brissac Loire Aubance,49,49050,2.84
Brossay,49,49053,2.51
Candé,49,49054,2.87
Cantenay-Épinard,49,49055,2.08
Carbay,49,49056,2.87
Cernusson,49,49057,2.17
Challain-la-Potherie,49,49061,2.87
Chalonnes-sur-Loire,49,49063,2.74
Chambellay,49,49064,2.84
Champtocé-sur-Loire,49,49068,2.67
Chanteloup-les-Bois,49,49070,2.17
Chaudefonds-sur-Layon,49,49082,2.61
Chazé-sur-Argos,49,49089,2.87
Cheffes,49,49090,2.86
Chemillé-en-Anjou,49,49092,1.93
Chenillé-Champteussé,49,49067,2.84
Cholet,49,49099,2.17
Cizay-la-Madeleine,49,49100,2.51
Cléré-sur-Layon,49,49102,2.17
Cornillé-les-Caves,49,49107,2.98
Coron,49,49109,2.17
Corzé,49,49110,2.75
Courléon,49,49114,2.3
Denée,49,49120,2.71
Dénezé-sous-Doué,49,49121,2.51
Distré,49,49123,2.51
Doué-en-Anjou,49,49125,2.51
Durtal,49,49127,3.01
Écouflant,49,49129,2.08
Écuillé,49,49130,2.08
Erdre-en-Anjou,49,49367,2.67
Étriché,49,49132,2.86
Feneu,49,49135,2.08
Flacey,49,49419,5.85
Fontevraud-l'Abbaye,49,49140,2.51
Fossé,49,49267,3.85
Gennes-Val-de-Loire,49,49261,2.51
Grez-Neuville,49,49155,2.87
Huillé-Lézigné,49,49174,3.01
Ingrandes-Le Fresne sur Loire,49,49160,2.14
Jarzé Villages,49,49163,2.75
Juvardeil,49,49170,3.01
La Breille-les-Pins,49,49045,2.3
La Chapelle-Saint-Laud,49,49076,2.75
La Jaille-Yvon,49,49161,2.84
La Lande-Chasles,49,49171,2.3
La Ménitré,49,49201,2.35
La Plaine,49,49240,2.17
La Possonnière,49,49247,2.68
La Romagne,49,49260,2.17
La Séguinière,49,49332,2.17
La Tessoualle,49,49343,2.17
Labatut,49,49279,4.37
Le Coudray-Macouard,49,49112,2.51
Le Lion-d'Angers,49,49176,2.87
Le May-sur-Èvre,49,49193,2.17
Le Plessis-Grammoire,49,49241,2.08
Le Puy-Notre-Dame,49,49253,2.51
Les Bois d'Anjou,49,49138,2.35
Les Cerqueux,49,49058,2.17
Les Garennes sur Loire,49,49167,2.74
Les Ponts-de-Cé,49,49246,2.08
Les Rairies,49,49257,3.01
Les Ulmes,49,49359,2.51
Loiré,49,49178,2.87
Loire-Authion,49,49307,2.08
Longué-Jumelles,49,49180,2.3
Longuenée-en-Anjou,49,49200,2.08
Louresse-Rochemenier,49,49182,2.51
Lys-Haut-Layon,49,49373,2.17
Marcé,49,49188,2.75
Mars,49,49292,6.51
Mauges-sur-Loire,49,49244,1.93
Maulévrier,49,49192,2.17
Mazé-Milon,49,49194,2.35
Mazières-en-Mauges,49,49195,2.17
Miré,49,49205,3.1
Montigné-lès-Rairies,49,49209,3.01
Montilliers,49,49211,2.17
Montreuil-Bellay,49,49215,2.51
Montreuil-Juigné,49,49214,2.08
Montreuil-sur-Loir,49,49216,2.86
Montreuil-sur-Maine,49,49217,2.87
Montrevault-sur-Èvre,49,49218,1.93
Montsoreau,49,49219,2.51
Morannes sur Sarthe-Daumeray,49,49220,3.1
Mouliherne,49,49221,2.3
Mozé-sur-Louet,49,49222,2.71
Mûrs-Erigné,49,49223,2.08
Neuillé,49,49224,2.3
Noyant-Villages,49,49228,2.35
Nuaillé,49,49231,2.17
Ombrée d'Anjou,49,49248,2.87
Orée d'Anjou,49,49069,1.93
Passavant-sur-Layon,49,49236,2.17
Reignac,49,49627,5.1899999999999995
Rives-du-Loir-en-Anjou,49,49377,2.08
Rochefort-sur-Loire,49,49259,2.71
Rou-Marson,49,49262,2.51
Saint-Augustin-des-Bois,49,49266,2.67
Saint-Barthélemy-d'Anjou,49,49267,2.08
Saint-Christophe-du-Bois,49,49269,2.17
Saint-Clément-de-la-Place,49,49271,2.08
Saint-Clément-des-Levées,49,49272,2.51
Sainte-Gemmes-sur-Loire,49,49278,2.08
Saint-Georges-sur-Loire,49,49283,2.67
Saint-Jean-de-la-Croix,49,49288,2.74
Saint-Just-sur-Dive,49,49291,2.51
Saint-Lambert-la-Potherie,49,49294,2.08
Saint-Laurent-des-Combes,49,49757,5.59
Saint-Léger-de-Linières,49,49298,2.08
Saint-Léger-sous-Cholet,49,49299,2.17
Saint-Macaire-du-Bois,49,49302,2.51
Saint-Melaine-sur-Aubance,49,49308,2.74
Saint-Paul-du-Bois,49,49310,2.17
Saint-Philbert-du-Peuple,49,49311,2.3
Sarrigné,49,49326,2.08
Saumur,49,49328,2.51
Savennières,49,49329,2.08
Sceaux-d'Anjou,49,49330,2.86
Seiches-sur-le-Loir,49,49333,2.75
Sèvremoine,49,49301,1.93
Siran,49,49530,4.54
Somloire,49,49336,2.17
Soulaines-sur-Aubance,49,49338,2.08
Soulaire-et-Bourg,49,49339,2.08
Souzay-Champigny,49,49341,2.51
Terranjou,49,49086,2.84
Thorigné-d'Anjou,49,49344,2.84
Tiercé,49,49347,2.86
Toutlemonde,49,49352,2.17
Trélazé,49,49353,2.08
Trémentines,49,49355,2.17
Tuffalun,49,49003,2.51
Turquant,49,49358,2.51
Val d'Erdre-Auxence,49,49183,2.77
Val-du-Layon,49,49292,2.71
Varennes-sur-Loire,49,49361,2.51
Varrains,49,49362,2.51
Vaudelnay,49,49364,2.51
Vernantes,49,49368,2.3
Vernoil-le-Fourrier,49,49369,2.3
Verrie,49,49370,2.51
Verrières-en-Anjou,49,49323,2.08
Vezins,49,49371,2.17
Villebernier,49,49374,2.51
Vivy,49,49378,2.3
Yzernay,49,49381,2.17
Albaret-Sainte-Marie,48,48002,2.02
Allenc,48,48003,1.6
Altier,48,48004,2.23
Antrenas,48,48005,3.5
Aubas,48,48028,6.09
Barre-des-Cévennes,48,48019,3.27
Bonson,48,48043,4.93
Borrèze,48,48100,6.47
Boulazac Isle Manoire,48,48106,5.699999999999999
Bourgs sur Colagne,48,48099,3.5
Cans et Cévennes,48,48166,3.27
Cassagnas,48,48036,3.27
Castels et Bézenac,48,48174,5.75
Chadenet,48,48037,2.01
Chastanier,48,48041,2.23
Châteauneuf-de-Randon,48,48043,1.83
Chaulhac,48,48046,2
Corgnac-sur-l'Isle,48,48268,6.779999999999999
Coulaures,48,48274,6.029999999999999
Coux et Bigaroque-Mouzens,48,48284,7.27
Fournels,48,48064,2.39
Gabrias,48,48068,3.5
Grandrieu,48,48070,2.11
Ispagnac,48,48075,3.27
Julianges,48,48077,1.67
La Bastide-Puylaurent,48,48021,1.98
La Canourgue,48,48034,3.26
La Fage-Saint-Julien,48,48059,2.31
La Tieule,48,48191,3.26
Laubert,48,48082,1.75
Laval-du-Tarn,48,48085,3.26
Le Collet-de-Dèze,48,48051,2.79
Le Malzieu-Forain,48,48089,2.04
Le Pompidou,48,48115,2.98
Le Rozier,48,48131,1.98
Lembras,48,48474,5.92
Les Bondons,48,48028,3.27
Les Hermaux,48,48073,1.61
Les Laubies,48,48083,2.55
Les Monts-Verts,48,48012,2.31
Les Salces,48,48187,1.98
Marcillac-Saint-Quentin,48,48504,6.69
Marvejols,48,48092,3.5
Mas-Saint-Chély,48,48141,3.27
Mauriac,48,48398,4.27
Mayac,48,48524,6.029999999999999
Mensignac,48,48532,6.65
Mirambeau,48,48579,4.91
Moissac-Vallée-Française,48,48097,2.7
Molezon,48,48098,3.02
Montrodat,48,48103,3.5
Nasbinals,48,48104,1.85
Naussac-Fontanes,48,48105,2.23
Palhers,48,48107,3.5
Parcoul-Chenaud,48,48632,5.7
Pied-de-Borne,48,48015,1.47
Prévenchères,48,48119,2.5
Recoules-d'Aubrac,48,48123,1.59
Recoules-de-Fumas,48,48124,3.5
Rimeize,48,48128,1.83
Saint-Alban-sur-Limagnole,48,48132,3.27
Saint-Ambroix,48,48425,4.73
Saint-André-de-Lancize,48,48136,2.74
Saint-Bonnet-de-Chirac,48,48138,3.5
Saint-Denis-en-Margeride,48,48145,2.18
Sainte-Croix-Vallée-Française,48,48144,2.11
Saint-Gal,48,48153,1.5
Saint-Germain-de-Calberte,48,48155,1.91
Saint-Hilaire-de-Lavit,48,48158,2.24
Saint-Jory-las-Bloux,48,48858,6.779999999999999
Saint-Julien-des-Points,48,48163,2.59
Saint-Laurent-de-Muret,48,48165,3.5
Saint-Léger-de-Peyre,48,48168,3.5
Saint-Léger-du-Malzieu,48,48169,1.41
Saint-Martin-de-Boubaux,48,48170,2.08
Saint-Pantaly-d'Excideuil,48,48952,6.55
Saint-Privat-de-Vallongue,48,48178,2.66
Saint-Privat-du-Fau,48,48179,1.66
Saint-Saud-Lacoussière,48,48996,6.73
Saint-Sauveur-de-Ginestoux,48,48182,2.18
Sarlat-la-Canéda,48,49040,5.85
Serverette,48,48188,2.48
Vaunac,48,49134,6.54
Ventalon en Cévennes,48,48152,2.73
Vialas,48,48194,2.96
Villefort,48,48198,1.9
Agen,47,47001,2.29
Agmé,47,47002,3.09
Agnac,47,47003,3.09
Aiguillon,47,47004,2.72
Allemans-du-Dropt,47,47005,3.09
Allez-et-Cazeneuve,47,47006,3.09
Ambrus,47,47008,2.73
Andiran,47,47009,2.84
Antagnac,47,47010,2.49
Anthé,47,47011,3.18
Anzex,47,47012,2.84
Argenton,47,47013,2.49
Armillac,47,47014,3.09
Astaffort,47,47015,2.29
Aujac,47,47045,4.9
Auriac-sur-Dropt,47,47018,3.09
Bajamont,47,47019,2.29
Baleyssagues,47,47020,3.09
Barbaste,47,47021,2.73
Bazens,47,47022,3.09
Beaugas,47,47023,3.09
Beauregard,47,47050,6.32
Beauziac,47,47026,2.84
Birac-sur-Trec,47,47028,3.09
Blanquefort-sur-Briolance,47,47029,3.41
Blaymont,47,47030,2.29
Boé,47,47031,2.29
Bon-Encontre,47,47032,2.29
Boudy-de-Beauregard,47,47033,3.09
Bouglon,47,47034,2.49
Bourgougnague,47,47035,3.09
Bourlens,47,47036,3.41
Bournel,47,47037,3.09
Bourran,47,47038,3.09
Bruch,47,47041,2.84
Brugnac,47,47042,3.09
Buzet-sur-Baïse,47,47043,2.51
Calignac,47,47045,2.84
Calonges,47,47046,2.51
Cancon,47,47048,3.09
Casseneuil,47,47049,3.09
Cassignas,47,47050,3.09
Castelculier,47,47051,2.29
Casteljaloux,47,47052,2.84
Castella,47,47053,3.09
Castelmoron-sur-Lot,47,47054,2.93
Castelnaud-de-Gratecambe,47,47055,3.09
Castelnau-sur-Gupie,47,47056,3.09
Castillonnès,47,47057,3.09
Caubeyres,47,47058,2.51
Caubon-Saint-Sauveur,47,47059,3.09
Caudecoste,47,47060,2.29
Caumont-sur-Garonne,47,47061,2.84
Cauzac,47,47062,2.29
Cavarc,47,47063,3.09
Cazideroque,47,47064,3.18
Cervières,47,47061,4.29
Clermont-Dessous,47,47066,3.09
Clermont-Soubiran,47,47067,2.83
Cocumont,47,47068,2.49
Colayrac-Saint-Cirq,47,47069,2.29
Condezaygues,47,47070,3.41
Coulx,47,47071,3.09
Courbiac,47,47072,3.18
Couthures-sur-Garonne,47,47074,2.49
Cuzorn,47,47077,3.41
Damazan,47,47078,2.51
Dausse,47,47079,3.09
Dévillac,47,47080,3.09
