Nom de la commune adhérente,Somme de DPT de la commune,Somme de Code INSEE de la commune adhérente,Somme de Tarif zone tarifaire 1
Saint-Blaise-la-Roche,67,67424,1.95
Saint-Jean-Saverne,67,67425,2.29
Saint-Pierre-Bois,67,67430,2.43
Salmbach,67,67432,2.07
Sand,67,67433,2.23
Sarre-Union,67,67434,2.28
Sarrewerden,67,67435,2.16
Saverne,67,67437,2.29
Schaeffersheim,67,67438,2.23
Schaffhouse-près-Seltz,67,67440,2.05
Schalkendorf,67,67441,2.22
Scharrachbergheim-Irmstett,67,67442,2.37
Scheibenhard,67,67443,2.07
Scherlenheim,67,67444,2.22
Scherwiller,67,67445,3.57
Schillersdorf,67,67446,2.38
Schiltigheim,67,67447,1.6
Schirmeck,67,67448,2.46
Schirrhein,67,67449,2.31
Schirrhoffen,67,67450,2.31
Schleithal,67,67451,2.07
Schnersheim,67,67452,2.33
Schoenau,67,67453,1.88
Schoenbourg,67,67454,2.23
Schoenenbourg,67,67455,2.61
Schopperten,67,67456,2.28
Schweighouse-sur-Moder,67,67458,2.01
Schwenheim,67,67459,2.29
Schwindratzheim,67,67460,2.22
Schwobsheim,67,67461,1.88
Seebach,67,67351,2.07
Sélestat,67,67462,1.59
Seltz,67,67463,2.05
Sermersheim,67,67464,2.23
Sessenheim,67,67465,2.31
Siegen,67,67466,2.07
Siewiller,67,67467,3.01
Siltzheim,67,67468,2.64
Solbach,67,67470,1.62
Sommerau,67,67004,2.29
Souffelweyersheim,67,67471,1.6
Soufflenheim,67,67472,2.31
Soultz-les-Bains,67,67473,2.23
Soultz-sous-Forêts,67,67474,2.61
Sparsbach,67,67475,2.88
Stattmatten,67,67476,2.31
Steige,67,67477,2.43
Steinbourg,67,67478,2.29
Steinseltz,67,67479,2.81
Still,67,67480,2.23
Stotzheim,67,67481,2.33
Strasbourg,67,67482,1.6
Struth,67,67483,3.01
Stundwiller,67,67484,2.05
Stutzheim-Offenheim,67,67485,2.33
Sundhouse,67,67486,1.88
Surbourg,67,67487,2.61
Thal-Drulingen,67,67488,3.01
Thal-Marmoutier,67,67489,2.29
Thanvillé,67,67490,2.43
Tieffenbach,67,67491,2.07
Traenheim,67,67492,2.37
Triembach-au-Val,67,67493,2.43
Trimbach,67,67494,2.07
Truchtersheim,67,67495,2.33
Uhlwiller,67,67497,2.22
Uhrwiller,67,67498,2.38
Urbeis,67,67499,2.43
Urmatt,67,67500,2.2
Uttenheim,67,67501,2.23
Uttenhoffen,67,67502,3.2
Uttwiller,67,67503,2.33
Valff,67,67504,2.33
Vendenheim,67,67506,1.6
Villé,67,67507,2.43
Voellerdingen,67,67508,2.13
Volksberg,67,67509,2.13
Wahlenheim,67,67510,2.22
Walbourg,67,67511,2.6
Waldhambach,67,67514,2.13
Waldolwisheim,67,67515,2.29
Waltenheim-sur-Zorn,67,67516,2.22
Wangen,67,67517,2.37
Wangenbourg-Engenthal,67,67122,2.32
Wasselonne,67,67520,2.33
Weinbourg,67,67521,2.33
Weislingen,67,67522,2.13
Weitbruch,67,67523,2.22
Weiterswiller,67,67524,2.29
Westhoffen,67,67525,2.37
Westhouse,67,67526,2.23
Westhouse-Marmoutier,67,67527,2.29
Weyer,67,67528,3.01
Weyersheim,67,67529,1.81
Wickersheim-Wilshausen,67,67530,2.22
Wildersbach,67,67531,2.37
Willgottheim,67,67532,2.33
Wilwisheim,67,67534,2.22
Wimmenau,67,67535,2.07
Windstein,67,67536,2.2
Wingen,67,67537,3.04
Wingen-sur-Moder,67,67538,2.07
Wingersheim les Quatre Bans,67,67539,2.22
Wintershouse,67,67540,2.22
Wintzenbach,67,67541,2.07
Wintzenheim-Kochersberg,67,67542,2.33
Wisches,67,67543,1.95
Wissembourg,67,67544,3
Witternheim,67,67545,2.23
Wittersheim,67,67546,2.22
Wittisheim,67,67547,1.88
Wiwersheim,67,67548,2.33
Woerth,67,67550,2.6
Wolfisheim,67,67551,1.6
Wolfskirchen,67,67552,2.51
Wolschheim,67,67553,2.29
Wolxheim,67,67554,2.23
Zehnacker,67,67555,2.29
Zeinheim,67,67556,2.33
Zellwiller,67,67557,2.33
Zinswiller,67,67558,1.95
Zittersheim,67,67559,2.07
Alénya,66,66002,2.14
Amélie-les-Bains-Palalda,66,66003,2.56
Angoustrine-Villeneuve-des-Escaldes,66,66005,1.97
Ansignan,66,66006,2.09
Arboussols,66,66007,2.97
Argelès-sur-Mer,66,66008,1.83
Arles-sur-Tech,66,66009,2.56
Ayguatébia-Talau,66,66010,1.41
Baho,66,66012,2.17
Baillestavy,66,66013,2.02
Baixas,66,66014,2.17
Banyuls-dels-Aspres,66,66015,2.75
Banyuls-sur-Mer,66,66016,1.83
Bolquère,66,66020,1.41
Bouleternère,66,66023,3.23
Bourg-Madame,66,66025,1.9
Brouilla,66,66026,2.75
Cabestany,66,66028,2.17
Caixas,66,66029,2.75
Calce,66,66030,2.17
Calmeilles,66,66032,2.75
Camélas,66,66033,2.75
Campôme,66,66034,2.46
Campoussy,66,66035,1.99
Canaveilles,66,66036,1.51
Canet-en-Roussillon,66,66037,2.17
Canohès,66,66038,2.17
Caramany,66,66039,2.04
Cases-de-Pène,66,66041,2.17
Casteil,66,66043,2.8
Castelnou,66,66044,2.75
Castets et Castillon,66,66212,4.65
Catllar,66,66045,1.91
Caudiès-de-Conflent,66,66047,1.29
Caudiès-de-Fenouillèdes,66,66046,2.09
Cerbère,66,66048,1.83
Céret,66,66049,2.56
Champlin,66,66154,5.83
Claira,66,66050,1.73
Codalet,66,66052,2.46
Collioure,66,66053,1.83
Conat,66,66054,1.29
Corbère,66,66055,3.23
Corbère-les-Cabanes,66,66056,3.23
Corneilla-de-Conflent,66,66057,2.8
Corneilla-del-Vercol,66,66059,2.14
Corneilla-la-Rivière,66,66058,2.1
Corsavy,66,66060,2
Coustouges,66,66061,2.21
Coutras,66,66276,5.84
Dorres,66,66062,1.97
Égat,66,66064,1.75
Elne,66,66065,1.83
Enveitg,66,66066,2.22
Err,66,66067,2.44
Escaro,66,66068,1.52
Espira-de-Conflent,66,66070,2.97
Espira-de-l'Agly,66,66069,2.17
Estagel,66,66071,2.17
Estavar,66,66072,2.44
Estoher,66,66073,2.97
Eus,66,66074,2.46
Eyne,66,66075,2.44
Fargues-Saint-Hilaire,66,66330,4.3100000000000005
Felluns,66,66076,2.09
Fillols,66,66078,1.5
Finestret,66,66079,1.92
Fontpédrouse,66,66080,1.74
Fontrabiouse,66,66081,1.3
Font-Romeu-Odeillo-Via,66,66124,2.31
Fosse,66,66083,2.04
Fuilla,66,66085,2.32
Glorianes,66,66086,1.56
Ille-sur-Têt,66,66088,2.81
Joch,66,66089,1.92
Jujols,66,66090,1.76
La Cabanasse,66,66027,2.27
Lamanère,66,66091,1.68
Laroque-des-Albères,66,66093,1.83
Latour-Bas-Elne,66,66094,2.78
Latour-de-Carol,66,66095,2.22
Latour-de-France,66,66096,2.04
Le Barcarès,66,66017,2.17
Le Boulou,66,66024,1.79
Le Perthus,66,66137,1.65
Le Soler,66,66195,2.17
Le Tech,66,66206,2
Le Vivier,66,66234,2.04
Les Cluses,66,66063,1.4
Lesquerde,66,66097,2.04
Lignerolles,66,66608,7.7299999999999995
Llauro,66,66099,2.75
Llo,66,66100,2.44
Llupia,66,66101,2.17
Lormont,66,66498,4.48
Los Masos,66,66104,2.46
Lussac,66,66671,8.26
Mantet,66,66102,1.35
Marquixanes,66,66103,2.46
Matemale,66,66105,1.28
Maureillas-las-Illas,66,66106,2.08
Maury,66,66107,1.99
Mérignac,66,66726,7.25
Millas,66,66108,2.51
Molitg-les-Bains,66,66109,2.46
Montalba-le-Château,66,66111,1.34
Montescot,66,66114,2.14
Montesquieu-des-Albères,66,66115,1.83
Mont-Louis,66,66117,2.27
Montner,66,66118,2.17
Mosset,66,66119,1.91
Nahuja,66,66120,1.9
Néfiach,66,66121,2.15
Nizas,66,66479,5.26
Nohèdes,66,66122,2.29
Nyer,66,66123,1.53
Oms,66,66126,2.75
Opoul-Périllos,66,66127,2.17
Oreilla,66,66128,1.99
Ortaffa,66,66129,1.83
Osséja,66,66130,1.9
Palau-de-Cerdagne,66,66132,1.9
Palau-del-Vidre,66,66133,1.83
Passa,66,66134,2.75
Perpignan,66,66136,2.17
Peyrestortes,66,66138,2.17
Pézilla-de-Conflent,66,66139,2.04
Pézilla-la-Rivière,66,66140,2.17
Pia,66,66141,2.21
Planès,66,66142,1.3
Planèzes,66,66143,1.99
Pollestres,66,66144,2.17
Ponteilla,66,66145,2.17
Porta,66,66146,2.22
Porte-de-Benauge,66,66016,5.27
Porté-Puymorens,66,66147,2.22
Port-Vendres,66,66148,1.83
Prats-de-Mollo-la-Preste,66,66150,2.21
Prats-de-Sournia,66,66151,2.09
Prugnanes,66,66152,2.04
Puyvalador,66,66154,1.37
Py,66,66155,1.43
Rabouillet,66,66156,2.04
Railleu,66,66157,1.29
Rasiguères,66,66158,2.04
Réal,66,66159,1.38
Renneville,66,67298,7.290000000000001
Reynès,66,66160,2.56
Rigarda,66,66162,1.92
Rodès,66,66165,2.93
Sahorre,66,66166,1.45
Saillagouse,66,66167,2.44
Saint-André-des-Eaux,66,66425,5.14
Saint-Angel,66,66535,6.6
Saint-Arnac,66,66169,1.99
Saint-Ciers-sur-Gironde,66,66778,4.640000000000001
Sainte-Colombe-de-la-Commanderie,66,66170,2.75
Sainte-Léocadie,66,66181,2.32
Sainte-Marie-la-Mer,66,66182,2.17
Saint-Estève,66,66172,2.17
Saint-Féliu-d'Amont,66,66173,1.72
Saint-Féliu-d'Avall,66,66174,2.17
Saint-Génis-des-Fontaines,66,66175,1.83
Saint-Jean-Lasseille,66,66177,2.75
Saint-Jean-Pla-de-Corts,66,66178,2.56
Saint-Laurent-de-Cerdans,66,66179,2.48
Saint-Laurent-de-la-Salanque,66,66180,2.17
Saint-Marsal,66,66183,1.68
Saint-Martin-de-Fenouillet,66,66184,1.99
Saint-Michel-de-Llotes,66,66185,3.23
Saint-Paul-de-Fenouillet,66,66187,2.04
Saint-Pierre-dels-Forcats,66,66188,2.27
Saint-Robert,66,66512,4.96
Saleilles,66,66189,2.17
Salses-le-Château,66,66190,1.68
Sansa,66,66191,1.12
Sauto,66,66192,1.32
Serdinya,66,66193,1.53
Serralongue,66,66194,2.06
Sorède,66,66196,1.83
Souanyas,66,66197,1.35
Sournia,66,66198,2.09
Taillet,66,66199,2.47
Tarerach,66,66201,2.97
Targasonne,66,66202,3.35
Taulis,66,66203,1.68
Taurinya,66,66204,2.46
Tautavel,66,66205,2.17
Terrats,66,66207,2.75
Théza,66,66208,2.14
Thuir,66,66210,2.75
Tordères,66,66211,2.75
Torreilles,66,66212,2.17
Toulouges,66,66213,2.17
Tresserre,66,66214,2.75
Trilla,66,66216,2.04
Trouillas,66,66217,2.75
Ur,66,66218,1.97
Urbanya,66,66219,1.29
Valcebollère,66,66220,1.9
Valmanya,66,66221,2.97
Vernet-les-Bains,66,66222,2.8
Villefranche-de-Conflent,66,66223,2
Villelongue-de-la-Salanque,66,66224,2.17
Villelongue-dels-Monts,66,66225,1.83
Villemolaque,66,66226,2.75
Villeneuve-de-la-Raho,66,66227,2.17
Villeneuve-la-Rivière,66,66228,2.17
Vinça,66,66230,1.92
Vingrau,66,66231,2.17
Vivès,66,66233,2.56
Adast,65,65001,0.94
Adé,65,65002,2.26
Agos-Vidalos,65,65004,1.74
Allier,65,65005,2.14
Ancizan,65,65006,1.75
Andrest,65,65007,2.27
Anères,65,65009,1.93
Angos,65,65010,2.48
Anla,65,65012,2.39
Ansost,65,65013,3.87
Antichan,65,65014,2.39
Antin,65,65015,2.98
Antist,65,65016,2.49
Arbéost,65,65018,2.39
Arcizans-Avant,65,65021,1.65
Argelès-Bagnères,65,65024,2.48
Argelès-Gazost,65,65025,1.59
Aries-Espénan,65,65026,3.31
Arné,65,65028,2.39
Arras-en-Lavedan,65,65029,1.14
Arrayou-Lahitte,65,65247,1.97
Arreau,65,65031,1.65
Arrens-Marsous,65,65032,2.03
Arrodets-ez-Angles,65,65033,1.97
Artagnan,65,65035,2.27
Artalens-Souin,65,65036,1.99
Artiguemy,65,65037,2.48
Aspin-Aure,65,65039,1.92
Aspin-en-Lavedan,65,65040,1.86
Astugue,65,65043,2.3
Aubarède,65,65044,2.48
Aucun,65,65045,1.92
Aventignan,65,65051,1.93
Averan,65,65052,2.3
Aveux,65,65053,2.39
Avezac-Prat-Lahitte,65,65054,2.36
Ayros-Arbouix,65,65055,1.1
Ayzac-Ost,65,65056,1.16
Azereix,65,65057,2.3
Banios,65,65060,2.48
Barbachen,65,65061,3.87
Barbazan-Debat,65,65062,2.14
Barbazan-Dessus,65,65063,2.48
Barèges,65,65481,1.65
Barlest,65,65065,2.26
Barry,65,65067,2.3
Barthe,65,65068,2.34
Bartrès,65,65070,2.26
Batsère,65,65071,2.48
Bazet,65,65072,2.27
Bazillac,65,65073,2.27
Bazordan,65,65074,2.39
Bazus-Aure,65,65075,1.52
Bazus-Neste,65,65076,1.93
Beaucens,65,65077,2.66
Beaudéan,65,65078,2.08
Bégole,65,65079,2.98
Benqué-Molère,65,65081,2.48
Berbérust-Lias,65,65082,1.97
Bernac-Debat,65,65083,2.14
Bernac-Dessus,65,65084,2.14
Bernadets-Debat,65,65085,2.98
Bernadets-Dessus,65,65086,2.98
Bertren,65,65087,2.39
Betbèze,65,65088,2.39
Betpouy,65,65090,2.34
Bettes,65,65091,2.48
Bizous,65,65094,1.93
Blanquefort,65,65112,5.47
Bonnefont,65,65095,2.98
Bonnemazon,65,65096,2.48
Bonrepos,65,65097,3.31
Boô-Silhen,65,65098,1.01
Bordères-sur-l'Échez,65,65100,2.27
Bouilh-Devant,65,65102,2.98
Bouilh-Péreuilh,65,65103,2.48
Boulin,65,65104,1.98
Bourg-de-Bigorre,65,65105,2.48
Bourréac,65,65107,2.46
Bramevaque,65,65109,2.39
Bugard,65,65110,2.98
Bun,65,65112,0.96
Burg,65,65113,2.98
Cabanac,65,65115,2.48
Cadéac,65,65116,1.37
Caharet,65,65118,2.98
Caixon,65,65119,2.27
Calavanté,65,65120,2.48
Camalès,65,65121,2.27
Campan,65,65123,2.35
Campistrous,65,65125,2.45
Campuzan,65,65126,2.34
Castelbajac,65,65128,3.61
Castelnau-Magnoac,65,65129,2.73
Castelvieilh,65,65131,2.48
Castéra-Lanusse,65,65132,2.98
Castéra-Lou,65,65133,2.48
Casterets,65,65134,2.39
Cauterets,65,65138,1.99
Cazarilh,65,65139,2.39
Cazaux-Debat,65,65140,1.69
Chambon,65,65205,9.280000000000001
Champs,65,65241,6.0600000000000005
Chelle-Debat,65,65142,2.48
Chelle-Spou,65,65143,2.48
Cheust,65,65144,1.97
Chis,65,65146,1.98
Cieutat,65,65147,2.48
Cizos,65,65148,3.31
Clarens,65,65150,3.31
Coussan,65,65153,2.48
Créchets,65,65154,2.39
Devèze,65,65155,2.39
Dours,65,65156,1.98
Esbareich,65,65158,2.39
Escaunets,65,65160,2.69
Escondeaux,65,65161,2.27
Esconnets,65,65162,2.48
Escots,65,65163,2.48
Espieilh,65,65167,2.48
Esquièze-Sère,65,65168,1.57
Estampures,65,65170,2.98
Estensan,65,65172,1.06
Esterre,65,65173,1.77
Ferrère,65,65175,2.39
Fontrailles,65,65177,2.98
Fos,65,65294,4.71
Fréchède,65,65178,2.98
Fréchendets,65,65179,2.48
Fréchet-Aure,65,65180,8.66
Fréchou-Fréchet,65,65181,2.48
Galan,65,65183,2.34
Galez,65,65184,3.31
Gardères,65,65185,2.69
Gaudent,65,65186,2.39
Gaussan,65,65187,3.31
Gavarnie-Gèdre,65,65192,1.65
Gayan,65,65189,2.27
Gazave,65,65190,1.93
Gazost,65,65191,1.97
Gembrie,65,65193,2.39
Générest,65,65194,1.93
Gerde,65,65198,2.08
Germs-sur-l'Oussouet,65,65200,1.97
Geu,65,65201,2.26
Gez-ez-Angles,65,65203,1.97
Gonez,65,65204,2.48
Gouaux,65,65205,0.88
Goudon,65,65206,2.48
Gourgue,65,65207,2.48
Guizerix,65,65213,2.98
Hachan,65,65214,2.34
Hauban,65,65216,2.48
Hautaget,65,65217,1.93
Hibarette,65,65220,2.3
Hiis,65,65221,2.49
Hitte,65,65222,2.48
Horgues,65,65223,2.14
Houeydets,65,65224,3.61
Hourc,65,65225,2.48
Ibos,65,65226,2.63
Ilheu,65,65229,2.39
Izaourt,65,65230,2.39
Izaux,65,65231,1.9
Jacque,65,65232,2.48
Jarret,65,65233,2.26
Juillan,65,65235,2.3
Julos,65,65236,2.46
Juncalas,65,65237,2.26
La Barthe-de-Neste,65,65069,1.62
Labassère,65,65238,2.1
Labatut-Rivière,65,65240,1.81
Lacassagne,65,65242,2.48
Lafitole,65,65243,3.87
Lahitte-Toupière,65,65248,2.45
Lalanne-Trie,65,65250,2.98
Laloubère,65,65251,2.14
Lamarque-Pontacq,65,65252,2.63
Lamarque-Rustaing,65,65253,2.98
Laméac,65,65254,2.48
Lanespède,65,65256,2.48
Lanne,65,65257,2.3
Lannemezan,65,65258,2.63
Lapeyre,65,65260,2.98
Laran,65,65261,3.31
Lartigue,65,65430,6.81
Laslades,65,65265,2.48
Lassales,65,65266,3.31
Lau-Balagnas,65,65267,1.06
Layrisse,65,65268,2.3
Lescurry,65,65269,2.48
Lespouey,65,65270,2.48
Lézignan,65,65271,1.97
Lhez,65,65272,2.48
Liac,65,65273,3.87
Libaros,65,65274,2.98
Lies,65,65275,2.48
Lisle,65,65359,6.449999999999999
Lizos,65,65276,1.98
Lombrès,65,65277,1.93
Lortet,65,65279,1.77
Loubajac,65,65280,2.26
Loucrup,65,65281,2.3
Louey,65,65284,2.3
Louit,65,65285,2.48
Lourdes,65,65286,2.06
Loures-Barousse,65,65287,2.39
Lubret-Saint-Luc,65,65288,2.98
Luby-Betmont,65,65289,2.98
Lugagnan,65,65291,3.17
Luquet,65,65292,2.69
Lustar,65,65293,2.98
Luz-Saint-Sauveur,65,65295,1.72
Mansan,65,65297,2.48
Marquerie,65,65298,2.48
Maubourguet,65,65304,2.46
Mauléon-Barousse,65,65305,2.39
Mazères-de-Neste,65,65307,2.39
Mazouau,65,65309,1.93
Mérilheu,65,65310,2.48
Mingot,65,65311,2.48
Momères,65,65313,2.14
Monléon-Magnoac,65,65315,3.31
Monlong,65,65316,3.31
Montoussé,65,65322,1.93
Montsérié,65,65323,1.93
Moulédous,65,65324,2.48
Moumoulous,65,65325,2.98
Mun,65,65326,2.98
Nestier,65,65327,1.93
Neuilh,65,65328,1.52
Nistos,65,65329,1.93
Nouilhan,65,65330,2.27
Odos,65,65331,2.14
Oléac-Debat,65,65332,1.98
Oléac-Dessus,65,65333,2.48
Omex,65,65334,1.97
Ordizan,65,65335,2.49
Organ,65,65336,3.31
Orieux,65,65337,2.98
Orignac,65,65338,2.48
Orincles,65,65339,2.3
Orleix,65,65340,1.98
Oroix,65,65341,2.27
Osmets,65,65342,2.98
Ossen,65,65343,1.97
Ossun,65,65344,1.98
Ossun-ez-Angles,65,65345,1.97
Oueilloux,65,65346,2.48
Ourde,65,65347,2.39
Ourdis-Cotdoussan,65,65348,1.97
Ourdon,65,65349,1.97
Oursbelille,65,65350,2.27
Ousté,65,65351,1.97
Ouzous,65,65352,1.72
Paréac,65,65355,2.3
Péré,65,65356,2.48
Peyraube,65,65357,2.48
Peyret-Saint-André,65,65358,2.98
Peyriguère,65,65359,2.98
Peyrouse,65,65360,1.97
Peyrun,65,65361,2.48
Pinas,65,65363,3.31
Pintac,65,65364,2.27
Poueyferré,65,65366,2.26
Poumarous,65,65367,2.48
Pouy,65,65368,2.39
Pouyastruc,65,65369,2.48
Pouzac,65,65370,2.49
Pujo,65,65372,2.27
Puntous,65,65373,2.98
Puydarrieux,65,65374,2.98
Rabastens-de-Bigorre,65,65375,2.72
Recurt,65,65376,2.34
Roquebrune,65,65705,5.58
Sabalos,65,65380,1.98
Sabarros,65,65381,2.34
Sacoué,65,65382,2.39
Sadournin,65,65383,2.98
Saillac,65,65426,7.69
Saint-Lary-Soulan,65,65388,1.87
Saint-Laurent-de-Neste,65,65389,1.93
Saint-Lézer,65,65390,2.27
Saint-Pé-de-Bigorre,65,65395,2.89
Saint-Sernin,65,65939,8.629999999999999
Saint-Sever-de-Rustan,65,65397,2.48
Saléchan,65,65398,2.39
Salles-Adour,65,65401,2.14
Samuran,65,65402,2.39
Sanous,65,65403,2.27
Sarlabous,65,65405,2.48
Sarniguet,65,65406,2.27
Sarp,65,65407,2.39
Sarriac-Bigorre,65,65409,2.27
Sarrouilles,65,65410,1.98
Ségus,65,65415,1.97
Seich,65,65416,1.93
Séméac,65,65417,1.98
Sénac,65,65418,2.48
Sentous,65,65419,2.98
Sère-en-Lavedan,65,65420,0.91
Sère-Lanso,65,65421,1.97
Sère-Rustaing,65,65423,2.98
Séron,65,65422,2.69
Siarrouy,65,65425,2.27
Sinzos,65,65426,2.48
Siradan,65,65427,2.39
Sireix,65,65428,2.17
Soréac,65,65430,2.48
Sost,65,65431,2.39
Soues,65,65433,1.98
Souyeaux,65,65436,2.48
Tajan,65,65437,3.31
Talazac,65,65438,2.27
Tarasteix,65,65439,2.27
Thèbe,65,65441,2.39
Thénac,65,66542,8.530000000000001
Thermes-Magnoac,65,65442,2.39
Thuy,65,65443,2.48
Tibiran-Jaunac,65,65444,2.39
Tilhouse,65,65445,1.83
Tostat,65,65446,2.27
Tournay,65,65447,2.48
Tournous-Darré,65,65448,2.98
Tournous-Devant,65,65449,2.34
Tramezaïgues,65,65450,2
Trie-sur-Baïse,65,65452,2.98
Troubat,65,65453,2.39
Trouley-Labarthe,65,65454,2.98
Uglas,65,65456,3.31
Ugnouas,65,65457,2.27
Venon,65,66210,4.42
Vic-en-Bigorre,65,65460,2.7
Vidou,65,65461,2.98
Vidouze,65,65462,3.28
Vielle-Adour,65,65464,2.14
Vieuzos,65,65468,2.34
Viger,65,65470,1.97
Vignec,65,65471,1.33
Villelongue,65,65473,1.02
Villembits,65,65474,2.98
Villemur,65,65475,2.39
Villenave-près-Béarn,65,65476,2.69
Villenave-près-Marsac,65,65477,2.27
Visker,65,65479,2.3
Aast,64,64001,2.69
Abère,64,64002,2.6
Abidos,64,64003,3.38
Abitain,64,64004,2.59
Abos,64,64005,3.38
Accous,64,64006,2.4
Agnos,64,64007,1.68
Ahaxe-Alciette-Bascassan,64,64008,1.91
Ahetze,64,64009,2.34
Aïcirits-Camou-Suhast,64,64010,2.42
Aincille,64,64011,1.91
Ainharp,64,64012,3.09
Ainhice-Mongelos,64,64013,1.91
Ainhoa,64,64014,2.34
Alçay-Alçabéhéty-Sunharette,64,64015,3.09
Aldudes,64,64016,1.91
Alos-Sibas-Abense,64,64017,3.09
Amendeuix-Oneix,64,64018,2.42
Amorots-Succos,64,64019,2.42
Ance Féas,64,64225,2.14
Andoins,64,64021,2.63
Andrein,64,64022,2.59
Angaïs,64,64023,2.39
Anglet,64,64024,1.75
Angous,64,64025,3.26
Anhaux,64,64026,1.91
Anos,64,64027,2.6
Anoye,64,64028,2.69
Arancou,64,64031,2.48
Araujuzon,64,64032,3.26
Araux,64,64033,3.26
Arbérats-Sillègue,64,64034,2.42
Arbonne,64,64035,2.34
Arbouet-Sussaute,64,64036,2.42
Arbus,64,64037,3.38
Arcangues,64,64038,2.06
Aren,64,64039,3.56
Aressy,64,64041,1.84
Arette,64,64040,2.1
Argagnon,64,64042,3.38
Arget,64,64044,2.6
Arhansus,64,64045,1.91
Armendarits,64,64046,1.91
Arnéguy,64,64047,1.91
Arnos,64,64048,3.02
Aroue-Ithorots-Olhaïby,64,64049,2.42
Arrast-Larrebieu,64,64050,3.09
Arraute-Charritte,64,64051,2.42
Arricau-Bordes,64,64052,2.69
Arrien,64,64053,2.6
Arros-de-Nay,64,64054,2.39
Arrosès,64,64056,2.69
Arthez-d'Asson,64,64058,2.39
Arthez-de-Béarn,64,64057,3.02
Artigueloutan,64,64059,2.63
Artiguelouve,64,64060,3.38
Artix,64,64061,3.02
Arudy,64,64062,2.86
Arzacq-Arraziguet,64,64063,2.6
Asasp-Arros,64,64064,1.68
Ascain,64,64065,2.34
Ascarat,64,64066,1.91
Asson,64,64068,2.39
Aste-Béon,64,64069,1.25
Astis,64,64070,2.6
Athos-Aspis,64,64071,2.59
Aubertin,64,64072,3.38
Aubous,64,64074,2.6
Audaux,64,64075,3.26
Auga,64,64077,2.6
Aurions-Idernes,64,64079,2.69
Aussevielle,64,64080,2.34
Aussurucq,64,64081,1.91
Auterrive,64,64082,2.59
Autevielle-Saint-Martin-Bideren,64,64083,2.59
Avrilly,64,64035,5.779999999999999
Aydie,64,64084,2.6
Aydius,64,64085,0.12
Ayherre,64,64086,1.91
Baigts-de-Béarn,64,64087,3.02
Balansun,64,64088,3.02
Baleix,64,64089,2.6
Baliracq-Maumusson,64,64090,2.6
Baliros,64,64091,2.39
Banca,64,64092,1.91
Barcus,64,64093,3.09
Bardos,64,64094,2.48
Barinque,64,64095,2.6
Barraute-Camu,64,64096,2.59
Barzun,64,64097,2.63
Bassillon-Vauzé,64,64098,2.69
Bassussarry,64,64100,2.06
Bastanès,64,64099,3.26
Baudreix,64,64101,2.39
Bayonne,64,64102,1.91
Bedous,64,64104,1.83
Béguios,64,64105,2.42
Béhasque-Lapiste,64,64106,2.42
Béhorléguy,64,64107,1.91
Bellocq,64,64108,2.59
Bénéjacq,64,64109,2.39
Bentayou-Sérée,64,64111,2.69
Béost,64,64110,2.2
Bergouey-Viellenave,64,64113,2.48
Bernadets,64,64114,2.6
Berrogain-Laruns,64,64115,3.09
Bescat,64,64116,2.86
Bésingrand,64,64117,3.38
Bétracq,64,64118,2.69
Beuste,64,64119,2.39
Beyrie-en-Béarn,64,64121,3.02
Beyrie-sur-Joyeuse,64,64120,2.42
Biarritz,64,64122,1.8
Bidache,64,64123,2.48
Bidarray,64,64124,1.91
Bidart,64,64125,1.75
Bidos,64,64126,1.68
Bielle,64,64127,0.89
Bilhères,64,64128,1.34
Billère,64,64129,1.84
Biriatou,64,64130,2.34
Bizanos,64,64132,1.84
Boeil-Bezing,64,64133,2.39
Bonloc,64,64134,1.91
Bonnut,64,64135,3.02
Borce,64,64136,1.02
Bordères,64,64137,2.39
Bosdarros,64,64139,1.84
Boucau,64,64140,1.91
Boucé,64,64089,6.140000000000001
Boueilh-Boueilho-Lasque,64,64141,2.6
Bougarber,64,64142,3.02
Bouillon,64,64143,2.6
Boumourt,64,64144,3.02
Bourdettes,64,64145,2.39
Bournos,64,64146,2.6
Briscous,64,64147,2.06
Bruges-Capbis-Mifaget,64,64148,2.39
Bunus,64,64150,1.91
Burgaronne,64,64151,2.59
Buros,64,64152,2.6
Burosse-Mendousse,64,64153,2.6
Bussunarits-Sarrasquette,64,64154,1.91
Bustince-Iriberry,64,64155,1.91
Buziet,64,64156,3.03
Cabidos,64,64158,2.6
Cabrières,64,64102,4.1
Cadillon,64,64159,2.6
Cambo-les-Bains,64,64160,2.06
Came,64,64161,2.48
Camou-Cihigue,64,64162,3.09
Canteloup,64,64230,5.24
Cardesse,64,64165,3.38
Carrère,64,64167,2.6
Carresse-Cassaber,64,64168,2.59
Casteide-Cami,64,64171,3.02
Casteide-Candau,64,64172,2.6
Casteide-Doat,64,64173,2.69
Castéra-Loubix,64,64174,2.69
Castetbon,64,64176,3.26
Castétis,64,64177,3.38
Castetnau-Camblong,64,64178,3.26
Castetner,64,64179,3.38
Castetpugon,64,64180,2.6
Castillon (Canton d'Arthez-de-Béarn),64,64181,3.02
Castillon (Canton de Lembeye),64,64182,2.69
Caubios-Loos,64,64183,2.6
Charre,64,64186,2.59
Charritte-de-Bas,64,64187,3.09
Chéraute,64,64188,3.09
Ciboure,64,64189,2.34
Claracq,64,64190,2.6
