Commune,Departement,Code INSEE,D204.0,Année
Nonville,77,77340,,2012
Notre-Dame-de-la-Mer,78,78320,,2012
Noyen-sur-Seine,77,77341,,2012
Nozay,91,91458,,2012
Nézel,78,78451,,2012
Ocquerre,77,77343,2.3,2012
Oinville-sur-Montcient,78,78460,,2012
Oissery,77,77344,,2012
Ollainville,91,91461,,2012
Oncy-sur-École,91,91463,,2012
Orcemont,78,78464,,2012
Orgerus,78,78465,,2012
Orgeval,78,78466,,2012
Orly,94,94054,,2012
Orly-sur-Morin,77,77345,,2012
Ormesson,77,77348,2.63,2012
Ormesson-sur-Marne,94,94055,,2012
Ormoy,91,91468,,2012
Ormoy-la-Rivière,91,91469,,2012
Orphin,78,78470,,2012
Orsay,91,91471,,2012
Orsonville,78,78472,,2012
Orveau,91,91473,,2012
Orvilliers,78,78474,,2012
Osmoy,78,78475,,2012
Osny,95,95476,,2012
Othis,77,77349,,2012
Ozoir-la-Ferrière,77,77350,,2012
Ozouer-le-Voulgis,77,77352,,2012
Palaiseau,91,91477,,2012
Paley,77,77353,,2012
Pamfou,77,77354,,2012
Pantin,93,93055,2.6,2012
Paray-Douaville,78,78478,,2012
Paris,75,75056,1.54,2012
Parmain,95,95480,,2012
Paroy,77,77355,,2012
Passy-sur-Seine,77,77356,,2012
Pecqueuse,91,91482,,2012
Penchard,77,77358,,2012
Perdreauville,78,78484,,2012
Persan,95,95487,,2012
Perthes,77,77359,,2012
Pierre-Levée,77,77361,,2012
Pierrefitte-sur-Seine,93,93059,,2012
Pierrelaye,95,95488,,2012
Piscop,95,95489,,2012
Plaisir,78,78490,,2012
Plessis-Saint-Benoist,91,91495,,2012
Poigny,77,77368,,2012
Poigny-la-Forêt,78,78497,,2012
Poincy,77,77369,,2012
Poissy,78,78498,,2012
Poligny,77,77370,,2012
Pommeuse,77,77371,,2012
Pomponne,77,77372,,2012
Pontault-Combault,77,77373,,2012
Pontcarré,77,77374,,2012
Ponthévrard,78,78499,,2012
Pontoise,95,95500,,2012
Porcheville,78,78501,,2012
Presles,95,95504,,2012
Presles-en-Brie,77,77377,,2012
Pringy,77,77378,2.59,2012
Provins,77,77379,,2012
Prunay-en-Yvelines,78,78506,,2012
Prunay-le-Temple,78,78505,,2012
Prunay-sur-Essonne,91,91507,,2012
Précy-sur-Marne,77,77376,,2012
Puiselet-le-Marais,91,91508,,2012
Puiseux-Pontoise,95,95510,,2012
Puiseux-en-France,95,95509,,2012
Puisieux,77,77380,2.3,2012
Pussay,91,91511,,2012
Puteaux,92,92062,,2012
Périgny,94,94056,,2012
Quiers,77,77381,,2012
Quincy-Voisins,77,77382,,2012
Quincy-sous-Sénart,91,91514,,2012
Raizeux,78,78516,,2012
Rambouillet,78,78517,,2012
Rampillon,77,77383,,2012
Rebais,77,77385,,2012
Recloses,77,77386,,2012
Remauville,77,77387,,2012
Rennemoulin,78,78518,,2012
Reuil-en-Brie,77,77388,,2012
Richarville,91,91519,,2012
Richebourg,78,78520,,2012
Ris-Orangis,91,91521,,2012
Rochefort-en-Yvelines,78,78522,,2012
Roinville,91,91525,,2012
Roinvilliers,91,91526,,2012
Roissy-en-Brie,77,77390,,2012
Roissy-en-France,95,95527,,2012
Rolleboise,78,78528,,2012
Romainville,93,93063,2.6,2012
Ronquerolles,95,95529,,2012
Rosay,78,78530,,2012
Rosny-sous-Bois,93,93064,,2012
Rosny-sur-Seine,78,78531,,2012
Rouilly,77,77391,,2012
Rouvres,77,77392,,2012
Rubelles,77,77394,2.59,2012
Rueil-Malmaison,92,92063,,2012
Rumont,77,77395,,2012
Rungis,94,94065,,2012
Rupéreux,77,77396,,2012
Réau,77,77384,,2012
Sablonnières,77,77398,,2012
Saclas,91,91533,,2012
Saclay,91,91534,,2012
Sagy,95,95535,,2012
Sailly,78,78536,,2012
Saint-Arnoult-en-Yvelines,78,78537,,2012
Saint-Aubin,91,91538,,2012
Saint-Augustin,77,77400,,2012
Saint-Barthélemy,77,77402,,2012
Saint-Brice,77,77403,,2012
Saint-Brice-sous-Forêt,95,95539,,2012
Saint-Chéron,91,91540,,2012
Saint-Cloud,92,92064,,2012
Saint-Cyr-en-Arthies,95,95543,,2012
Saint-Cyr-l'École,78,78545,,2012
Saint-Cyr-la-Rivière,91,91544,,2012
Saint-Cyr-sous-Dourdan,91,91546,,2012
Saint-Cyr-sur-Morin,77,77405,,2012
Saint-Denis,93,93066,,2012
Saint-Denis-lès-Rebais,77,77406,,2012
Saint-Escobille,91,91547,,2012
Saint-Fargeau-Ponthierry,77,77407,2.59,2012
Saint-Fiacre,77,77408,,2012
Saint-Forget,78,78548,,2012
Saint-Germain-Laval,77,77409,2.65,2012
Saint-Germain-Laxis,77,77410,2.59,2012
Saint-Germain-de-la-Grange,78,78550,,2012
Saint-Germain-en-Laye,78,78551,,2012
Saint-Germain-lès-Arpajon,91,91552,,2012
Saint-Germain-lès-Corbeil,91,91553,,2012
Saint-Germain-sous-Doue,77,77411,,2012
Saint-Germain-sur-Morin,77,77413,,2012
Saint-Germain-sur-École,77,77412,,2012
Saint-Gervais,95,95554,,2012
Saint-Gratien,95,95555,,2012
Saint-Hilaire,91,91556,,2012
Saint-Hilarion,78,78557,,2012
Saint-Hilliers,77,77414,,2012
Saint-Jean-de-Beauregard,91,91560,,2012
Saint-Jean-les-Deux-Jumeaux,77,77415,,2012
Saint-Just-en-Brie,77,77416,,2012
Saint-Lambert,78,78561,,2012
Saint-Leu-la-Forêt,95,95563,,2012
Saint-Loup-de-Naud,77,77418,,2012
Saint-Léger,77,77417,,2012
Saint-Léger-en-Yvelines,78,78562,,2012
Saint-Mammès,77,77419,,2012
Saint-Mandé,94,94067,,2012
Saint-Mard,77,77420,,2012
Saint-Mars-Vieux-Maisons,77,77421,,2012
Saint-Martin-de-Bréthencourt,78,78564,,2012
Saint-Martin-des-Champs,78,78565,,2012
Saint-Martin-du-Boschet,77,77424,,2012
Saint-Martin-du-Tertre,95,95566,,2012
Saint-Martin-en-Bière,77,77425,,2012
Saint-Martin-la-Garenne,78,78567,,2012
Saint-Maur-des-Fossés,94,94068,,2012
Saint-Maurice,94,94069,,2012
Saint-Maurice-Montcouronne,91,91568,,2012
Saint-Mesmes,77,77427,,2012
Saint-Michel-sur-Orge,91,91570,,2012
Saint-Méry,77,77426,,2012
Saint-Nom-la-Bretèche,78,78571,,2012
Saint-Ouen-en-Brie,77,77428,,2012
Saint-Ouen-l'Aumône,95,95572,,2012
Saint-Ouen-sur-Morin,77,77429,,2012
Saint-Ouen-sur-Seine,93,93070,,2012
Saint-Pathus,77,77430,,2012
Saint-Pierre-du-Perray,91,91573,,2012
Saint-Pierre-lès-Nemours,77,77431,2.63,2012
Saint-Prix,95,95574,,2012
Saint-Rémy-de-la-Vanne,77,77432,,2012
Saint-Rémy-l'Honoré,78,78576,,2012
Saint-Sauveur-lès-Bray,77,77434,,2012
Saint-Sauveur-sur-École,77,77435,,2012
Saint-Siméon,77,77436,,2012
Saint-Soupplets,77,77437,,2012
Saint-Sulpice-de-Favières,91,91578,,2012
Saint-Thibault-des-Vignes,77,77438,,2012
Saint-Vrain,91,91579,,2012
Saint-Yon,91,91581,,2012
Sainte-Aulde,77,77401,,2012
Sainte-Colombe,77,77404,,2012
Sainte-Geneviève-des-Bois,91,91549,,2012
Sainte-Mesme,78,78569,,2012
Saintry-sur-Seine,91,91577,,2012
Salins,77,77439,2.65,2012
Sammeron,77,77440,,2012
Samois-sur-Seine,77,77441,,2012
Samoreau,77,77442,,2012
Sancy,77,77443,,2012
Sancy-lès-Provins,77,77444,,2012
Sannois,95,95582,,2012
Santeuil,95,95584,,2012
Sarcelles,95,95585,,2012
Sartrouville,78,78586,,2012
Saulx-Marchais,78,78588,,2012
Saulx-les-Chartreux,91,91587,,2012
Savigny-le-Temple,77,77445,,2012
Savins,77,77446,,2012
Saâcy-sur-Marne,77,77397,,2012
Sceaux,92,92071,,2012
Seine-Port,77,77447,,2012
Sept-Sorts,77,77448,,2012
Septeuil,78,78591,,2012
Seraincourt,95,95592,,2012
Sermaise,91,91593,,2012
Serris,77,77449,,2012
Seugy,95,95594,,2012
Sevran,93,93071,,2012
Signy-Signets,77,77451,,2012
Sigy,77,77452,,2012
Sivry-Courtry,77,77453,,2012
Sognolles-en-Montois,77,77454,,2012
Soignolles-en-Brie,77,77455,,2012
Soindres,78,78597,,2012
Soisy-Bouy,77,77456,,2012
Soisy-sous-Montmorency,95,95598,,2012
Soisy-sur-Seine,91,91600,,2012
Soisy-sur-École,91,91599,,2012
Solers,77,77457,,2012
Sonchamp,78,78601,,2012
Souppes-sur-Loing,77,77458,2.38,2012
Sourdun,77,77459,,2012
Souzy-la-Briche,91,91602,,2012
Stains,93,93072,,2012
Sucy-en-Brie,94,94071,,2012
Suresnes,92,92073,,2012
Sèvres,92,92072,,2012
Tacoignières,78,78605,,2012
Tancrou,77,77460,2.3,2012
Taverny,95,95607,,2012
Tessancourt-sur-Aubette,78,78609,,2012
Thiais,94,94073,,2012
Thieux,77,77462,,2012
Thiverval-Grignon,78,78615,,2012
Thoiry,78,78616,,2012
Thomery,77,77463,2.33,2012
Thorigny-sur-Marne,77,77464,,2012
Théméricourt,95,95610,,2012
Thénisy,77,77461,,2012
Tigeaux,77,77466,,2012
Tigery,91,91617,,2012
Tilly,78,78618,,2012
Torcy,77,77468,,2012
Torfou,91,91619,,2012
Touquin,77,77469,,2012
Tournan-en-Brie,77,77470,,2012
Tousson,77,77471,,2012
Toussus-le-Noble,78,78620,,2012
Trappes,78,78621,,2012
Tremblay-en-France,93,93073,,2012
Treuzy-Levelay,77,77473,,2012
Triel-sur-Seine,78,78624,,2012
Trilbardou,77,77474,,2012
Trilport,77,77475,,2012
Trocy-en-Multien,77,77476,2.3,2012
Ury,77,77477,,2012
Us,95,95625,,2012
Ussy-sur-Marne,77,77478,,2012
Vaires-sur-Marne,77,77479,,2012
Valence-en-Brie,77,77480,,2012
Vallangoujard,95,95627,,2012
Valmondois,95,95628,,2012
Valpuiseaux,91,91629,,2012
Vanves,92,92075,,2012
Vanvillé,77,77481,,2012
Varennes-Jarcy,91,91631,,2012
Varennes-sur-Seine,77,77482,2.65,2012
Varreddes,77,77483,,2012
Vaucourtois,77,77484,,2012
Vaucresson,92,92076,,2012
Vaudherland,95,95633,,2012
Vaudoy-en-Brie,77,77486,,2012
Vaugrigneuse,91,91634,,2012
Vauhallan,91,91635,,2012
Vaujours,93,93074,,2012
Vauréal,95,95637,,2012
Vaux-le-Pénil,77,77487,2.59,2012
Vaux-sur-Lunain,77,77489,,2012
Vaux-sur-Seine,78,78638,,2012
Vayres-sur-Essonne,91,91639,,2012
Vendrest,77,77490,2.3,2012
Verdelot,77,77492,,2012
Verneuil-l'Étang,77,77493,,2012
Verneuil-sur-Seine,78,78642,,2012
Vernou-la-Celle-sur-Seine,77,77494,,2012
Vernouillet,78,78643,,2012
Verrières-le-Buisson,91,91645,,2012
Versailles,78,78646,,2012
Vert,78,78647,,2012
Vert-Saint-Denis,77,77495,,2012
Vert-le-Grand,91,91648,,2012
Vert-le-Petit,91,91649,,2012
Viarmes,95,95652,,2012
Vicq,78,78653,,2012
Videlles,91,91654,,2012
Vieille-Église-en-Yvelines,78,78655,,2012
Vienne-en-Arthies,95,95656,,2012
Vieux-Champagne,77,77496,,2012
Vignely,77,77498,,2012
Vigneux-sur-Seine,91,91657,,2012
Vigny,95,95658,,2012
Villabé,91,91659,,2012
Villaines-sous-Bois,95,95660,,2012
Ville-d'Avray,92,92077,,2012
Villebon-sur-Yvette,91,91661,,2012
Villebéon,77,77500,,2012
Villeconin,91,91662,,2012
Villejuif,94,94076,,2012
Villejust,91,91666,,2012
Villemareuil,77,77505,,2012
Villemaréchal,77,77504,,2012
Villemer,77,77506,,2012
Villemoisson-sur-Orge,91,91667,,2012
Villemomble,93,93077,,2012
Villenauxe-la-Petite,77,77507,,2012
Villeneuve-Saint-Denis,77,77510,,2012
Villeneuve-la-Garenne,92,92078,,2012
Villeneuve-le-Comte,77,77508,,2012
Villeneuve-le-Roi,94,94077,,2012
Villeneuve-les-Bordes,77,77509,,2012
Villeneuve-sous-Dammartin,77,77511,,2012
Villeneuve-sur-Auvers,91,91671,,2012
Villeneuve-sur-Bellot,77,77512,,2012
Villennes-sur-Seine,78,78672,,2012
Villenoy,77,77513,,2012
Villeparisis,77,77514,,2012
Villepinte,93,93078,,2012
Villepreux,78,78674,,2012
Villeroy,77,77515,,2012
Villetaneuse,93,93079,,2012
Villette,78,78677,,2012
Villevaudé,77,77517,,2012
Villiers-Adam,95,95678,,2012
Villiers-Saint-Fréderic,78,78683,,2012
Villiers-Saint-Georges,77,77519,,2012
Villiers-en-Bière,77,77518,2.59,2012
Villiers-le-Bel,95,95680,,2012
Villiers-le-Bâcle,91,91679,,2012
Villiers-le-Mahieu,78,78681,,2012
Villiers-le-Sec,95,95682,,2012
Villiers-sur-Marne,94,94079,,2012
Villiers-sur-Morin,77,77521,,2012
Villiers-sur-Orge,91,91685,,2012
Villiers-sur-Seine,77,77522,,2012
Villuis,77,77523,,2012
Vimpelles,77,77524,,2012
Vinantes,77,77525,,2012
Vincennes,94,94080,,2012
Vincy-Manoeuvre,77,77526,2.3,2012
Viroflay,78,78686,,2012
Viry-Châtillon,91,91687,,2012
Vitry-sur-Seine,94,94081,,2012
Voinsles,77,77527,,2012
Voisenon,77,77528,2.59,2012
Voisins-le-Bretonneux,78,78688,,2012
Voulangis,77,77529,,2012
Voulton,77,77530,,2012
Voulx,77,77531,2.65,2012
Vulaines-lès-Provins,77,77532,,2012
Vulaines-sur-Seine,77,77533,,2012
Vélizy-Villacoublay,78,78640,,2012
Vémars,95,95641,,2012
Vétheuil,95,95651,,2012
Wissous,91,91689,,2012
Yerres,91,91691,,2012
Yèbles,77,77534,,2012
Écharcon,91,91204,,2012
Échouboulains,77,77164,,2012
Écouen,95,95205,,2012
Égligny,77,77167,,2012
Égly,91,91207,,2012
Égreville,77,77168,,2012
Élancourt,78,78208,,2012
Émancé,78,78209,,2012
Émerainville,77,77169,,2012
Épiais-lès-Louvres,95,95212,,2012
Épinay-Champlâtreux,95,95214,,2012
Épinay-sous-Sénart,91,91215,,2012
Épinay-sur-Orge,91,91216,,2012
Épinay-sur-Seine,93,93031,,2012
Épône,78,78217,,2012
Éragny,95,95218,,2012
Étampes,91,91223,,2012
Étiolles,91,91225,,2012
Étréchy,91,91226,,2012
Étrépilly,77,77173,2.3,2012
Évecquemont,78,78227,,2012
Évry-Courcouronnes,91,91228,,2012
Évry-Grégy-sur-Yerre,77,77175,,2012
Ézanville,95,95229,,2012
Abbéville-la-Rivière,91,91001,,2013
Ableiges,95,95002,,2013
Ablis,78,78003,,2013
Ablon-sur-Seine,94,94001,,2013
Achères,78,78005,,2013
Achères-la-Forêt,77,77001,,2013
Adainville,78,78006,,2013
Aigremont,78,78007,,2013
Aincourt,95,95008,,2013
Alfortville,94,94002,,2013
Allainville,78,78009,,2013
Amenucourt,95,95012,,2013
Amillis,77,77002,,2013
Andelu,78,78013,,2013
Andilly,95,95014,,2013
Andrezel,77,77004,,2013
Andrésy,78,78015,,2013
Angerville,91,91016,,2013
Angervilliers,91,91017,,2013
Annet-sur-Marne,77,77005,,2013
Antony,92,92002,,2013
Arbonne-la-Forêt,77,77006,,2013
Arcueil,94,94003,,2013
Argenteuil,95,95018,,2013
Argentières,77,77007,,2013
Armentières-en-Brie,77,77008,2.74,2013
Arnouville,95,95019,,2013
Arnouville-lès-Mantes,78,78020,,2013
Arpajon,91,91021,,2013
Arrancourt,91,91022,,2013
Asnières-sur-Oise,95,95026,,2013
Asnières-sur-Seine,92,92004,,2013
Athis-Mons,91,91027,,2013
Attainville,95,95028,,2013
Aubergenville,78,78029,,2013
Aubervilliers,93,93001,,2013
Aufferville,77,77011,2.73,2013
Auffreville-Brasseuil,78,78031,,2013
Augers-en-Brie,77,77012,,2013
Aulnay-sous-Bois,93,93005,,2013
Aulnay-sur-Mauldre,78,78033,,2013
Aulnoy,77,77013,,2013
Auteuil,78,78034,,2013
Authon-la-Plaine,91,91035,,2013
Autouillet,78,78036,,2013
Auvernaux,91,91037,,2013
Auvers-Saint-Georges,91,91038,,2013
Auvers-sur-Oise,95,95039,,2013
Avernes,95,95040,,2013
Avon,77,77014,,2013
Avrainville,91,91041,,2013
Baby,77,77015,,2013
Bagneaux-sur-Loing,77,77016,2.73,2013
Bagneux,92,92007,,2013
Bagnolet,93,93006,2.21,2013
Baillet-en-France,95,95042,,2013
Bailly,78,78043,,2013
Bailly-Romainvilliers,77,77018,,2013
Ballainvilliers,91,91044,,2013
Ballancourt-sur-Essonne,91,91045,,2013
Balloy,77,77019,,2013
Bannost-Villegagnon,77,77020,,2013
Barbey,77,77021,2.74,2013
Barbizon,77,77022,,2013
Barcy,77,77023,,2013
Bassevelle,77,77024,,2013
Baulne,91,91047,,2013
Bazainville,78,78048,,2013
Bazoches-lès-Bray,77,77025,,2013
Bazoches-sur-Guyonne,78,78050,,2013
Beauchamp,95,95051,,2013
Beauchery-Saint-Martin,77,77026,,2013
Beaumont-du-Gâtinais,77,77027,,2013
Beaumont-sur-Oise,95,95052,,2013
Beautheil-Saints,77,77433,,2013
Beauvoir,77,77029,,2013
Bellefontaine,95,95055,,2013
Bellot,77,77030,,2013
Belloy-en-France,95,95056,,2013
Bennecourt,78,78057,,2013
Bernay-Vilbert,77,77031,2.04,2013
Bernes-sur-Oise,95,95058,,2013
Bessancourt,95,95060,,2013
Beton-Bazoches,77,77032,,2013
Beynes,78,78062,,2013
Bezalles,77,77033,,2013
Bezons,95,95063,,2013
Bièvres,91,91064,,2013
Blandy,91,91067,,2013
Blennes,77,77035,,2013
Bobigny,93,93008,2.21,2013
Boigneville,91,91069,,2013
Boinville-en-Mantois,78,78070,,2013
Boinville-le-Gaillard,78,78071,,2013
Boinvilliers,78,78072,,2013
Bois-Colombes,92,92009,,2013
Bois-Herpin,91,91075,,2013
Bois-d'Arcy,78,78073,,2013
Bois-le-Roi,77,77037,,2013
Boisdon,77,77036,,2013
Boisemont,95,95074,,2013
Boissets,78,78076,,2013
Boissettes,77,77038,2.7,2013
Boissise-la-Bertrand,77,77039,2.7,2013
Boissise-le-Roi,77,77040,2.7,2013
Boissy-Saint-Léger,94,94004,,2013
Boissy-aux-Cailles,77,77041,,2013
Boissy-la-Rivière,91,91079,,2013
Boissy-le-Châtel,77,77042,,2013
Boissy-le-Cutté,91,91080,,2013
Boissy-le-Sec,91,91081,,2013
Boissy-sans-Avoir,78,78084,,2013
Boissy-sous-Saint-Yon,91,91085,,2013
Boitron,77,77043,,2013
Bombon,77,77044,,2013
Bondoufle,91,91086,,2013
Bondy,93,93010,2.21,2013
Bonnelles,78,78087,,2013
Bonneuil-en-France,95,95088,,2013
Bonneuil-sur-Marne,94,94011,,2013
Bouafle,78,78090,,2013
Bouffémont,95,95091,,2013
Bougival,78,78092,,2013
Boulancourt,77,77046,,2013
Bouleurs,77,77047,,2013
Boulogne-Billancourt,92,92012,,2013
Bouqueval,95,95094,,2013
Bouray-sur-Juine,91,91095,,2013
Bourdonné,78,78096,,2013
Bourg-la-Reine,92,92014,,2013
Bourron-Marlotte,77,77048,,2013
Boussy-Saint-Antoine,91,91097,,2013
Boutervilliers,91,91098,,2013
Boutigny,77,77049,,2013
Boutigny-sur-Essonne,91,91099,,2013
Bouville,91,91100,,2013
Bransles,77,77050,1.9,2013
Bray-et-Lû,95,95101,,2013
Bray-sur-Seine,77,77051,,2013
Breuil-Bois-Robert,78,78104,,2013
Breuillet,91,91105,,2013
Breux-Jouy,91,91106,,2013
Brignancourt,95,95110,,2013
Briis-sous-Forges,91,91111,,2013
Brières-les-Scellés,91,91109,,2013
Brou-sur-Chantereine,77,77055,,2013
Brouy,91,91112,,2013
Brueil-en-Vexin,78,78113,,2013
Brunoy,91,91114,,2013
Bruyères-le-Châtel,91,91115,,2013
Bry-sur-Marne,94,94015,,2013
Bréançon,95,95102,,2013
Brétigny-sur-Orge,91,91103,,2013
Bréval,78,78107,,2013
Buc,78,78117,,2013
Buchelay,78,78118,,2013
Bullion,78,78120,,2013
Buno-Bonnevaux,91,91121,,2013
Burcy,77,77056,,2013
Bures-sur-Yvette,91,91122,,2013
Bussières,77,77057,,2013
Bussy-Saint-Georges,77,77058,,2013
Bussy-Saint-Martin,77,77059,,2013
Buthiers,77,77060,,2013
Butry-sur-Oise,95,95120,,2013
Béhoust,78,78053,,2013
Béthemont-la-Forêt,95,95061,,2013
Cachan,94,94016,,2013
Cannes-Écluse,77,77061,2.74,2013
Carnetin,77,77062,,2013
Carrières-sous-Poissy,78,78123,,2013
Carrières-sur-Seine,78,78124,,2013
Cergy,95,95127,,2013
Cerneux,77,77066,,2013
Cerny,91,91129,,2013
Cesson,77,77067,,2013
Cessoy-en-Montois,77,77068,,2013
Chailly-en-Brie,77,77070,,2013
Chaintreaux,77,77071,,2013
Chalautre-la-Grande,77,77072,,2013
Chalautre-la-Petite,77,77073,,2013
Chalifert,77,77075,3.11,2013
Chalmaison,77,77076,,2013
Chalo-Saint-Mars,91,91130,,2013
Chalou-Moulineux,91,91131,,2013
Chamarande,91,91132,,2013
Chambourcy,78,78133,,2013
Chambry,77,77077,,2013
Chamigny,77,77078,,2013
Champagne-sur-Oise,95,95134,,2013
Champagne-sur-Seine,77,77079,,2013
Champcenest,77,77080,,2013
Champcueil,91,91135,,2013
Champdeuil,77,77081,,2013
Champeaux,77,77082,,2013
Champigny-sur-Marne,94,94017,,2013
Champlan,91,91136,,2013
Champmotteux,91,91137,,2013
Champs-sur-Marne,77,77083,,2013
Changis-sur-Marne,77,77084,,2013
Chanteloup-en-Brie,77,77085,3.11,2013
Chanteloup-les-Vignes,78,78138,,2013
Chapet,78,78140,,2013
Charenton-le-Pont,94,94018,,2013
Charmentray,77,77094,,2013
Charny,77,77095,,2013
Chars,95,95142,,2013
Chartrettes,77,77096,,2013
Chartronges,77,77097,,2013
Chatignonville,91,91145,,2013
Chatou,78,78146,,2013
Chauconin-Neufmontiers,77,77335,,2013
Chauffour-lès-Étréchy,91,91148,,2013
Chauffry,77,77106,,2013
Chaumes-en-Brie,77,77107,,2013
Chaumontel,95,95149,,2013
Chauvry,95,95151,,2013
Chavenay,78,78152,,2013
Chaville,92,92022,,2013
Chelles,77,77108,,2013
Chennevières-lès-Louvres,95,95154,,2013
Chennevières-sur-Marne,94,94019,,2013
Chenoise-Cucharmoy,77,77109,,2013
Cheptainville,91,91156,,2013
Chessy,77,77111,,2013
Chevannes,91,91159,,2013
Chevilly-Larue,94,94021,,2013
Chevrainvilliers,77,77112,2.73,2013
Chevru,77,77113,,2013
Chevry-en-Sereine,77,77115,,2013
Chilly-Mazarin,91,91161,,2013
Choisy-en-Brie,77,77116,,2013
Choisy-le-Roi,94,94022,,2013
Château-Landon,77,77099,2.77,2013
Châteaufort,78,78143,,2013
Châtenay-Malabry,92,92019,,2013
Châtenay-en-France,95,95144,,2013
Châtenay-sur-Seine,77,77101,,2013
Châtenoy,77,77102,2.73,2013
Châtillon,92,92020,,2013
Châtillon-la-Borde,77,77103,,2013
Châtres,77,77104,2.04,2013
Citry,77,77117,,2013
Civry-la-Forêt,78,78163,,2013
Clairefontaine-en-Yvelines,78,78164,,2013
Clamart,92,92023,,2013
Claye-Souilly,77,77118,,2013
Clichy,92,92024,,2013
Clichy-sous-Bois,93,93014,,2013
Clos-Fontaine,77,77119,,2013
Cocherel,77,77120,2.74,2013
Coignières,78,78168,,2013
Collégien,77,77121,,2013
Colombes,92,92025,,2013
Combs-la-Ville,77,77122,,2013
Commeny (avant 2024),95,95169,,2013
Compans,77,77123,,2013
Conches-sur-Gondoire,77,77124,,2013
Condé-Sainte-Libiaire,77,77125,,2013
Condé-sur-Vesgre,78,78171,,2013
Condécourt,95,95170,,2013
Conflans-Sainte-Honorine,78,78172,,2013
Congerville-Thionville,91,91613,,2013
Congis-sur-Thérouanne,77,77126,2.74,2013
Corbeil-Essonnes,91,91174,,2013
Corbreuse,91,91175,,2013
Cormeilles-en-Parisis,95,95176,,2013
Cormeilles-en-Vexin,95,95177,,2013
Coubert,77,77127,,2013
Coubron,93,93015,,2013
Couilly-Pont-aux-Dames,77,77128,,2013
Coulombs-en-Valois,77,77129,2.74,2013
Coulommes,77,77130,,2013
Coulommiers,77,77131,,2013
Coupvray,77,77132,,2013
Courances,91,91180,,2013
Courbevoie,92,92026,,2013
Courcelles-en-Bassée,77,77133,2.74,2013
Courchamp,77,77134,,2013
Courdimanche,95,95183,,2013
Courdimanche-sur-Essonne,91,91184,,2013
Courquetaine,77,77136,,2013
Courson-Monteloup,91,91186,,2013
Courtacon,77,77137,,2013
Courtomer,77,77138,,2013
Courtry,77,77139,,2013
Coutençon,77,77140,,2013
Coutevroult,77,77141,,2013
Crespières,78,78189,,2013
Crisenoy,77,77145,,2013
Croissy-Beaubourg,77,77146,,2013
Croissy-sur-Seine,78,78190,,2013
Crosne,91,91191,,2013
Crouy-sur-Ourcq,77,77148,2.74,2013
Crèvecoeur-en-Brie,77,77144,2.04,2013
Crécy-la-Chapelle,77,77142,,2013
Crégy-lès-Meaux,77,77143,,2013
Créteil,94,94028,,2013
Cuisy,77,77150,,2013
Cély,77,77065,,2013
D'Huison-Longueville,91,91198,,2013
Dagny,77,77151,,2013
Dammarie-les-Lys,77,77152,2.7,2013
Dammartin-en-Goële,77,77153,,2013
Dammartin-en-Serve,78,78192,,2013
Dammartin-sur-Tigeaux,77,77154,,2013
Dampmart,77,77155,,2013
Dannemarie,78,78194,,2013
Dannemois,91,91195,,2013
Darvault,77,77156,2.73,2013
Davron,78,78196,,2013
Deuil-la-Barre,95,95197,,2013
Dhuisy,77,77157,2.74,2013
Diant,77,77158,,2013
Domont,95,95199,,2013
Donnemarie-Dontilly,77,77159,,2013
Doue,77,77162,,2013
Dourdan,91,91200,,2013
Douy-la-Ramée,77,77163,2.74,2013
Drancy,93,93029,,2013
Drocourt,78,78202,,2013
Dugny,93,93030,,2013
Eaubonne,95,95203,,2013
Ecquevilly,78,78206,,2013
Enghien-les-Bains,95,95210,,2013
Ennery,95,95211,,2013
Ermont,95,95219,,2013
Esbly,77,77171,,2013
Esmans,77,77172,2.74,2013
Everly,77,77174,,2013
Faremoutiers,77,77176,,2013
Favières,77,77177,,2013
Favrieux,78,78231,,2013
Faÿ-lès-Nemours,77,77178,2.73,2013
Ferrières-en-Brie,77,77181,3.11,2013
Feucherolles,78,78233,,2013
Flacourt,78,78234,,2013
Fleury-Mérogis,91,91235,,2013
Fleury-en-Bière,77,77185,,2013
Flexanville,78,78236,,2013
Flins-Neuve-Église,78,78237,,2013
Flins-sur-Seine,78,78238,,2013
Follainville-Dennemont,78,78239,,2013
Fontaine-Fourches,77,77187,,2013
Fontaine-la-Rivière,91,91240,,2013
Fontaine-le-Port,77,77188,,2013
Fontainebleau,77,77186,,2013
Fontains,77,77190,4.48,2013
Fontenailles,77,77191,,2013
Fontenay-Mauvoisin,78,78245,,2013
Fontenay-Saint-Père,78,78246,,2013
Fontenay-Trésigny,77,77192,1.69,2013
Fontenay-aux-Roses,92,92032,,2013
Fontenay-en-Parisis,95,95241,,2013
Fontenay-le-Fleury,78,78242,,2013
Fontenay-le-Vicomte,91,91244,,2013
Fontenay-lès-Briis,91,91243,,2013
Fontenay-sous-Bois,94,94033,,2013
Forfry,77,77193,,2013
Forges,77,77194,2.74,2013
Forges-les-Bains,91,91249,,2013
Fosses,95,95250,,2013
Fouju,77,77195,,2013
Franconville,95,95252,,2013
Freneuse,78,78255,,2013
Fresnes,94,94034,,2013
Fresnes-sur-Marne,77,77196,,2013
Fromont,77,77198,,2013
Frouville,95,95258,,2013
Frémainville,95,95253,,2013
