Commune,Departement,Code INSEE,D204.0,Année
Boigneville,91,91069,,2017
Boinville-en-Mantois,78,78070,3.31,2017
Boinville-le-Gaillard,78,78071,1.99,2017
Boinvilliers,78,78072,,2017
Bois-Colombes,92,92009,,2017
Bois-Herpin,91,91075,,2017
Bois-d'Arcy,78,78073,,2017
Bois-le-Roi,77,77037,5.15,2017
Boisdon,77,77036,,2017
Boisemont,95,95074,,2017
Boissets,78,78076,,2017
Boissettes,77,77038,2.7,2017
Boissise-la-Bertrand,77,77039,2.7,2017
Boissise-le-Roi,77,77040,2.7,2017
Boissy-Saint-Léger,94,94004,,2017
Boissy-aux-Cailles,77,77041,5.15,2017
Boissy-la-Rivière,91,91079,,2017
Boissy-le-Châtel,77,77042,,2017
Boissy-le-Cutté,91,91080,,2017
Boissy-le-Sec,91,91081,,2017
Boissy-sans-Avoir,78,78084,,2017
Boissy-sous-Saint-Yon,91,91085,3.54,2017
Boitron,77,77043,,2017
Bombon,77,77044,3.7,2017
Bondoufle,91,91086,2.4,2017
Bondy,93,93010,1.3,2017
Bonnelles,78,78087,,2017
Bonneuil-en-France,95,95088,,2017
Bonneuil-sur-Marne,94,94011,,2017
Bouafle,78,78090,3.31,2017
Bouffémont,95,95091,,2017
Bougival,78,78092,,2017
Boulancourt,77,77046,,2017
Bouleurs,77,77047,,2017
Boulogne-Billancourt,92,92012,,2017
Bouqueval,95,95094,,2017
Bouray-sur-Juine,91,91095,3.54,2017
Bourdonné,78,78096,,2017
Bourg-la-Reine,92,92014,,2017
Bourron-Marlotte,77,77048,5.15,2017
Boussy-Saint-Antoine,91,91097,,2017
Boutervilliers,91,91098,,2017
Boutigny,77,77049,,2017
Boutigny-sur-Essonne,91,91099,3.54,2017
Bouville,91,91100,,2017
Bransles,77,77050,1.9,2017
Bray-et-Lû,95,95101,,2017
Bray-sur-Seine,77,77051,,2017
Breuil-Bois-Robert,78,78104,3.31,2017
Breuillet,91,91105,,2017
Breux-Jouy,91,91106,3.54,2017
Brignancourt,95,95110,,2017
Briis-sous-Forges,91,91111,,2017
Brières-les-Scellés,91,91109,,2017
Brou-sur-Chantereine,77,77055,,2017
Brouy,91,91112,,2017
Brueil-en-Vexin,78,78113,3.31,2017
Brunoy,91,91114,,2017
Bruyères-le-Châtel,91,91115,,2017
Bry-sur-Marne,94,94015,,2017
Bréançon,95,95102,,2017
Brétigny-sur-Orge,91,91103,,2017
Bréval,78,78107,,2017
Buc,78,78117,,2017
Buchelay,78,78118,3.31,2017
Bullion,78,78120,,2017
Buno-Bonnevaux,91,91121,3.54,2017
Burcy,77,77056,,2017
Bures-sur-Yvette,91,91122,,2017
Bussières,77,77057,,2017
Bussy-Saint-Georges,77,77058,,2017
Bussy-Saint-Martin,77,77059,,2017
Buthiers,77,77060,,2017
Butry-sur-Oise,95,95120,,2017
Béhoust,78,78053,,2017
Béthemont-la-Forêt,95,95061,,2017
Cachan,94,94016,1.74,2017
Cannes-Écluse,77,77061,3.77,2017
Carnetin,77,77062,,2017
Carrières-sous-Poissy,78,78123,3.31,2017
Carrières-sur-Seine,78,78124,,2017
Cergy,95,95127,,2017
Cerneux,77,77066,,2017
Cerny,91,91129,3.54,2017
Cesson,77,77067,2.4,2017
Cessoy-en-Montois,77,77068,,2017
Chailly-en-Brie,77,77070,,2017
Chaintreaux,77,77071,,2017
Chalautre-la-Grande,77,77072,,2017
Chalautre-la-Petite,77,77073,,2017
Chalifert,77,77075,2.86,2017
Chalmaison,77,77076,,2017
Chalo-Saint-Mars,91,91130,,2017
Chalou-Moulineux,91,91131,,2017
Chamarande,91,91132,3.54,2017
Chambourcy,78,78133,,2017
Chambry,77,77077,,2017
Chamigny,77,77078,,2017
Champagne-sur-Oise,95,95134,,2017
Champagne-sur-Seine,77,77079,,2017
Champcenest,77,77080,,2017
Champcueil,91,91135,3.54,2017
Champdeuil,77,77081,3.7,2017
Champeaux,77,77082,3.7,2017
Champigny-sur-Marne,94,94017,,2017
Champlan,91,91136,,2017
Champmotteux,91,91137,,2017
Champs-sur-Marne,77,77083,2.64,2017
Changis-sur-Marne,77,77084,,2017
Chanteloup-en-Brie,77,77085,2.86,2017
Chanteloup-les-Vignes,78,78138,3.31,2017
Chapet,78,78140,3.31,2017
Charenton-le-Pont,94,94018,,2017
Charmentray,77,77094,,2017
Charny,77,77095,,2017
Chars,95,95142,,2017
Chartrettes,77,77096,5.15,2017
Chartronges,77,77097,,2017
Chatignonville,91,91145,1.99,2017
Chatou,78,78146,,2017
Chauconin-Neufmontiers,77,77335,,2017
Chauffour-lès-Étréchy,91,91148,,2017
Chauffry,77,77106,,2017
Chaumes-en-Brie,77,77107,3.7,2017
Chaumontel,95,95149,,2017
Chauvry,95,95151,,2017
Chavenay,78,78152,,2017
Chaville,92,92022,,2017
Chelles,77,77108,,2017
Chennevières-lès-Louvres,95,95154,,2017
Chennevières-sur-Marne,94,94019,,2017
Chenoise-Cucharmoy,77,77109,,2017
Cheptainville,91,91156,,2017
Chessy,77,77111,2.37,2017
Chevannes,91,91159,3.54,2017
Chevilly-Larue,94,94021,1.74,2017
Chevrainvilliers,77,77112,2.55,2017
Chevru,77,77113,,2017
Chevry-en-Sereine,77,77115,,2017
Chilly-Mazarin,91,91161,,2017
Choisy-en-Brie,77,77116,,2017
Choisy-le-Roi,94,94022,1.74,2017
Château-Landon,77,77099,3.2,2017
Châteaufort,78,78143,,2017
Châtenay-Malabry,92,92019,,2017
Châtenay-en-France,95,95144,,2017
Châtenay-sur-Seine,77,77101,,2017
Châtenoy,77,77102,2.55,2017
Châtillon,92,92020,,2017
Châtillon-la-Borde,77,77103,3.7,2017
Châtres,77,77104,2.17,2017
Citry,77,77117,,2017
Civry-la-Forêt,78,78163,,2017
Clairefontaine-en-Yvelines,78,78164,1.99,2017
Clamart,92,92023,,2017
Claye-Souilly,77,77118,,2017
Clichy,92,92024,,2017
Clichy-sous-Bois,93,93014,,2017
Clos-Fontaine,77,77119,,2017
Cocherel,77,77120,2.9,2017
Coignières,78,78168,,2017
Collégien,77,77121,,2017
Colombes,92,92025,,2017
Combs-la-Ville,77,77122,2.4,2017
Commeny (avant 2024),95,95169,,2017
Compans,77,77123,,2017
Conches-sur-Gondoire,77,77124,,2017
Condé-Sainte-Libiaire,77,77125,,2017
Condé-sur-Vesgre,78,78171,,2017
Condécourt,95,95170,,2017
Conflans-Sainte-Honorine,78,78172,3.31,2017
Congerville-Thionville,91,91613,,2017
Congis-sur-Thérouanne,77,77126,2.9,2017
Corbeil-Essonnes,91,91174,2.4,2017
Corbreuse,91,91175,1.99,2017
Cormeilles-en-Parisis,95,95176,,2017
Cormeilles-en-Vexin,95,95177,,2017
Coubert,77,77127,3.7,2017
Coubron,93,93015,,2017
Couilly-Pont-aux-Dames,77,77128,,2017
Coulombs-en-Valois,77,77129,2.9,2017
Coulommes,77,77130,,2017
Coulommiers,77,77131,,2017
Coupvray,77,77132,2.37,2017
Courances,91,91180,,2017
Courbevoie,92,92026,,2017
Courcelles-en-Bassée,77,77133,3.77,2017
Courchamp,77,77134,,2017
Courdimanche,95,95183,,2017
Courdimanche-sur-Essonne,91,91184,3.54,2017
Courquetaine,77,77136,,2017
Courson-Monteloup,91,91186,,2017
Courtacon,77,77137,,2017
Courtomer,77,77138,3.99,2017
Courtry,77,77139,,2017
Coutençon,77,77140,,2017
Coutevroult,77,77141,,2017
Crespières,78,78189,,2017
Crisenoy,77,77145,3.7,2017
Croissy-Beaubourg,77,77146,2.64,2017
Croissy-sur-Seine,78,78190,,2017
Crosne,91,91191,,2017
Crouy-sur-Ourcq,77,77148,2.9,2017
Crèvecoeur-en-Brie,77,77144,2.17,2017
Crécy-la-Chapelle,77,77142,,2017
Crégy-lès-Meaux,77,77143,,2017
Créteil,94,94028,,2017
Cuisy,77,77150,,2017
Cély,77,77065,5.15,2017
D'Huison-Longueville,91,91198,3.54,2017
Dagny,77,77151,,2017
Dammarie-les-Lys,77,77152,2.7,2017
Dammartin-en-Goële,77,77153,,2017
Dammartin-en-Serve,78,78192,,2017
Dammartin-sur-Tigeaux,77,77154,,2017
Dampmart,77,77155,,2017
Dannemarie,78,78194,,2017
Dannemois,91,91195,,2017
Darvault,77,77156,2.55,2017
Davron,78,78196,,2017
Deuil-la-Barre,95,95197,,2017
Dhuisy,77,77157,2.9,2017
Diant,77,77158,,2017
Domont,95,95199,,2017
Donnemarie-Dontilly,77,77159,,2017
Doue,77,77162,,2017
Dourdan,91,91200,,2017
Douy-la-Ramée,77,77163,2.9,2017
Drancy,93,93029,,2017
Drocourt,78,78202,3.31,2017
Dugny,93,93030,,2017
Eaubonne,95,95203,,2017
Ecquevilly,78,78206,3.31,2017
Enghien-les-Bains,95,95210,,2017
Ennery,95,95211,,2017
Ermont,95,95219,,2017
Esbly,77,77171,,2017
Esmans,77,77172,3.77,2017
Everly,77,77174,,2017
Faremoutiers,77,77176,,2017
Favières,77,77177,,2017
Favrieux,78,78231,3.31,2017
Faÿ-lès-Nemours,77,77178,2.55,2017
Ferrières-en-Brie,77,77181,2.86,2017
Feucherolles,78,78233,,2017
Flacourt,78,78234,3.31,2017
Fleury-Mérogis,91,91235,,2017
Fleury-en-Bière,77,77185,5.15,2017
Flexanville,78,78236,,2017
Flins-Neuve-Église,78,78237,,2017
Flins-sur-Seine,78,78238,3.31,2017
Follainville-Dennemont,78,78239,3.31,2017
Fontaine-Fourches,77,77187,,2017
Fontaine-la-Rivière,91,91240,,2017
Fontaine-le-Port,77,77188,3.7,2017
Fontainebleau,77,77186,5.15,2017
Fontains,77,77190,,2017
Fontenailles,77,77191,,2017
Fontenay-Mauvoisin,78,78245,3.31,2017
Fontenay-Saint-Père,78,78246,3.31,2017
Fontenay-Trésigny,77,77192,1.45,2017
Fontenay-aux-Roses,92,92032,,2017
Fontenay-en-Parisis,95,95241,,2017
Fontenay-le-Fleury,78,78242,,2017
Fontenay-le-Vicomte,91,91244,3.54,2017
Fontenay-lès-Briis,91,91243,,2017
Fontenay-sous-Bois,94,94033,,2017
Forfry,77,77193,,2017
Forges,77,77194,3.77,2017
Forges-les-Bains,91,91249,,2017
Fosses,95,95250,,2017
Fouju,77,77195,3.7,2017
Franconville,95,95252,,2017
Freneuse,78,78255,,2017
Fresnes,94,94034,1.74,2017
Fresnes-sur-Marne,77,77196,,2017
Fromont,77,77198,,2017
Frouville,95,95258,,2017
Frémainville,95,95253,,2017
Frémécourt,95,95254,,2017
Frépillon,95,95256,,2017
Frétoy,77,77197,,2017
Fublaines,77,77199,,2017
Féricy,77,77179,3.7,2017
Gagny,93,93032,,2017
Gaillon-sur-Montcient,78,78261,3.31,2017
Galluis,78,78262,,2017
Gambais,78,78263,,2017
Gambaiseuil,78,78264,,2017
Garancières,78,78265,,2017
Garches,92,92033,,2017
Garentreville,77,77200,,2017
Gargenville,78,78267,3.31,2017
Garges-lès-Gonesse,95,95268,,2017
Gastins,77,77201,2.4,2017
Gazeran,78,78269,,2017
Gennevilliers,92,92036,,2017
Gentilly,94,94037,1.74,2017
Germigny-l'Évêque,77,77203,,2017
Germigny-sous-Coulombs,77,77204,2.9,2017
Gesvres-le-Chapitre,77,77205,,2017
Gif-sur-Yvette,91,91272,,2017
Giremoutiers,77,77206,,2017
Gironville-sur-Essonne,91,91273,3.54,2017
Gometz-la-Ville,91,91274,,2017
Gometz-le-Châtel,91,91275,,2017
Gommecourt,78,78276,,2017
Gonesse,95,95277,,2017
Gouaix,77,77208,,2017
Goupillières,78,78278,,2017
Gournay-sur-Marne,93,93033,,2017
Goussainville,95,95280,,2017
Goussonville,78,78281,3.31,2017
Gouvernes,77,77209,,2017
Gouzangrez,95,95282,,2017
Grandchamp,78,78283,,2017
Grandpuits-Bailly-Carrois,77,77211,,2017
Gravon,77,77212,,2017
Gressey,78,78285,,2017
Gressy,77,77214,,2017
Gretz-Armainvilliers,77,77215,,2017
Grigny,91,91286,2.4,2017
Grisy-Suisnes,77,77217,3.7,2017
Grisy-sur-Seine,77,77218,,2017
Groslay,95,95288,,2017
Grosrouvre,78,78289,,2017
Guercheville,77,77220,2.13,2017
Guermantes,77,77221,,2017
Guernes,78,78290,3.31,2017
Guerville,78,78291,3.31,2017
Guibeville,91,91292,,2017
Guignes,77,77222,3.7,2017
Guigneville-sur-Essonne,91,91293,3.54,2017
Guillerval,91,91294,,2017
Guitrancourt,78,78296,3.31,2017
Gurcy-le-Châtel,77,77223,,2017
Guyancourt,78,78297,,2017
Guérard,77,77219,,2017
Haravilliers,95,95298,,2017
Hardricourt,78,78299,3.31,2017
Hargeville,78,78300,3.31,2017
Hautefeuille,77,77224,,2017
Herblay-sur-Seine,95,95306,,2017
Hermeray,78,78307,,2017
Hermé,77,77227,,2017
Hondevilliers,77,77228,,2017
Houdan,78,78310,,2017
Houilles,78,78311,,2017
Hédouville,95,95304,,2017
Héricy,77,77226,5.15,2017
Hérouville-en-Vexin,95,95308,,2017
Ichy,77,77230,,2017
Igny,91,91312,,2017
Isles-les-Meldeuses,77,77231,2.9,2017
Isles-lès-Villenoy,77,77232,,2017
Issou,78,78314,3.31,2017
Issy-les-Moulineaux,92,92040,,2017
Itteville,91,91315,3.54,2017
Iverny,77,77233,,2017
Ivry-sur-Seine,94,94041,1.74,2017
Jablines,77,77234,,2017
Jagny-sous-Bois,95,95316,,2017
Jaignes,77,77235,2.9,2017
Jambville,78,78317,3.31,2017
Janville-sur-Juine,91,91318,3.54,2017
Janvry,91,91319,,2017
Jaulnes,77,77236,,2017
Joinville-le-Pont,94,94042,,2017
Jossigny,77,77237,,2017
Jouarre,77,77238,,2017
Jouars-Pontchartrain,78,78321,,2017
Jouy-Mauvoisin,78,78324,3.31,2017
Jouy-en-Josas,78,78322,,2017
Jouy-le-Châtel,77,77239,,2017
Jouy-le-Moutier,95,95323,,2017
Jouy-sur-Morin,77,77240,,2017
Juilly,77,77241,,2017
Jumeauville,78,78325,3.31,2017
Jutigny,77,77242,,2017
Juvisy-sur-Orge,91,91326,1.74,2017
Juziers,78,78327,3.31,2017
L' Haÿ-les-Roses,94,94038,1.74,2017
L' Isle-Adam,95,95313,,2017
L' Étang-la-Ville,78,78224,,2017
L' Île-Saint-Denis,93,93039,,2017
La Boissière-École,78,78077,,2017
La Brosse-Montceaux,77,77054,3.77,2017
La Celle-Saint-Cloud,78,78126,,2017
La Celle-les-Bordes,78,78125,1.99,2017
La Celle-sur-Morin,77,77063,,2017
La Chapelle-Gauthier,77,77086,,2017
La Chapelle-Moutils,77,77093,,2017
La Chapelle-Saint-Sulpice,77,77090,,2017
La Chapelle-en-Vexin,95,95139,,2017
La Chapelle-la-Reine,77,77088,5.15,2017
La Courneuve,93,93027,,2017
La Croix-en-Brie,77,77147,,2017
La Falaise,78,78230,3.31,2017
La Ferté-Alais,91,91232,3.54,2017
La Ferté-Gaucher,77,77182,,2017
La Ferté-sous-Jouarre,77,77183,,2017
La Forêt-Sainte-Croix,91,91248,,2017
La Forêt-le-Roi,91,91247,,2017
La Frette-sur-Seine,95,95257,,2017
La Garenne-Colombes,92,92035,,2017
La Genevraye,77,77202,,2017
La Grande-Paroisse,77,77210,3.77,2017
La Haute-Maison,77,77225,,2017
La Hauteville,78,78302,,2017
La Houssaye-en-Brie,77,77229,2.17,2017
La Madeleine-sur-Loing,77,77267,,2017
La Norville,91,91457,,2017
La Queue-en-Brie,94,94060,,2017
La Queue-les-Yvelines,78,78513,,2017
La Roche-Guyon,95,95523,22.75,2017
La Rochette,77,77389,2.7,2017
La Tombe,77,77467,,2017
La Trétoire,77,77472,,2017
La Verrière,78,78644,,2017
La Ville-du-Bois,91,91665,,2017
Labbeville,95,95328,,2017
Lagny-sur-Marne,77,77243,,2017
Lainville-en-Vexin,78,78329,3.31,2017
Larchant,77,77244,3.29,2017
Lardy,91,91330,3.54,2017
Lassy,95,95331,,2017
Laval-en-Brie,77,77245,3.77,2017
Le Bellay-en-Vexin,95,95054,,2017
Le Blanc-Mesnil,93,93007,,2017
Le Bourget,93,93013,,2017
Le Chesnay-Rocquencourt,78,78158,,2017
Le Châtelet-en-Brie,77,77100,3.7,2017
Le Coudray-Montceaux,91,91179,2.4,2017
Le Heaulme,95,95303,,2017
Le Kremlin-Bicêtre,94,94043,1.74,2017
Le Mesnil-Amelot,77,77291,,2017
Le Mesnil-Aubry,95,95395,,2017
Le Mesnil-Saint-Denis,78,78397,,2017
Le Mesnil-le-Roi,78,78396,,2017
Le Mée-sur-Seine,77,77285,2.7,2017
Le Mérévillois,91,91390,,2017
Le Pecq,78,78481,,2017
Le Perchay,95,95483,,2017
Le Perray-en-Yvelines,78,78486,,2017
Le Perreux-sur-Marne,94,94058,,2017
Le Pin,77,77363,,2017
Le Plessis-Bouchard,95,95491,,2017
Le Plessis-Gassot,95,95492,,2017
Le Plessis-Luzarches,95,95493,,2017
Le Plessis-Placy,77,77367,2.9,2017
Le Plessis-Pâté,91,91494,,2017
Le Plessis-Robinson,92,92060,,2017
Le Plessis-Trévise,94,94059,,2017
Le Plessis-aux-Bois,77,77364,,2017
Le Plessis-l'Évêque,77,77366,,2017
Le Port-Marly,78,78502,,2017
Le Pré-Saint-Gervais,93,93061,1.3,2017
Le Raincy,93,93062,,2017
Le Tartre-Gaudran,78,78606,,2017
Le Tertre-Saint-Denis,78,78608,3.31,2017
Le Thillay,95,95612,,2017
Le Tremblay-sur-Mauldre,78,78623,,2017
Le Val-Saint-Germain,91,91630,,2017
Le Vaudoué,77,77485,5.15,2017
Le Vésinet,78,78650,,2017
Les Alluets-le-Roi,78,78010,,2017
Les Bréviaires,78,78108,,2017
Les Chapelles-Bourbon,77,77091,2.17,2017
Les Clayes-sous-Bois,78,78165,,2017
Les Essarts-le-Roi,78,78220,,2017
Les Granges-le-Roi,91,91284,,2017
Les Lilas,93,93045,1.3,2017
Les Loges-en-Josas,78,78343,,2017
Les Marêts,77,77275,,2017
Les Mesnuls,78,78398,,2017
Les Mureaux,78,78440,3.31,2017
Les Ormes-sur-Voulzie,77,77347,,2017
Les Pavillons-sous-Bois,93,93057,,2017
Les Ulis,91,91692,,2017
Les Écrennes,77,77165,3.7,2017
Lescherolles,77,77247,,2017
Lesches,77,77248,2.86,2017
Leudeville,91,91332,3.54,2017
Leudon-en-Brie,77,77250,,2017
Leuville-sur-Orge,91,91333,,2017
Levallois-Perret,92,92044,,2017
Lieusaint,77,77251,2.4,2017
Limay,78,78335,3.31,2017
Limeil-Brévannes,94,94044,,2017
Limetz-Villez,78,78337,,2017
Limoges-Fourches,77,77252,3.7,2017
Limours,91,91338,,2017
Linas,91,91339,,2017
Lisses,91,91340,2.4,2017
Lissy,77,77253,3.7,2017
Liverdy-en-Brie,77,77254,,2017
Livilliers,95,95341,,2017
Livry-Gargan,93,93046,,2017
Livry-sur-Seine,77,77255,2.7,2017
Lizines,77,77256,,2017
Lizy-sur-Ourcq,77,77257,2.9,2017
Lognes,77,77258,2.64,2017
Longjumeau,91,91345,,2017
Longnes,78,78346,,2017
Longperrier,77,77259,,2017
Longpont-sur-Orge,91,91347,,2017
Longuesse,95,95348,,2017
Longueville,77,77260,,2017
Longvilliers,78,78349,1.99,2017
Lorrez-le-Bocage-Préaux,77,77261,,2017
Louan-Villegruis-Fontaine,77,77262,,2017
Louveciennes,78,78350,,2017
Louvres,95,95351,,2017
Luisetaines,77,77263,,2017
Lumigny-Nesles-Ormeaux,77,77264,3.43,2017
Luzancy,77,77265,,2017
Luzarches,95,95352,,2017
Léchelle,77,77246,,2017
Lévis-Saint-Nom,78,78334,,2017
Machault,77,77266,3.7,2017
Maffliers,95,95353,,2017
Magnanville,78,78354,3.31,2017
Magny-en-Vexin,95,95355,,2017
Magny-le-Hongre,77,77268,2.37,2017
Magny-les-Hameaux,78,78356,,2017
Maincy,77,77269,2.7,2017
Maison-Rouge,77,77272,,2017
Maisoncelles-en-Brie,77,77270,,2017
Maisoncelles-en-Gâtinais,77,77271,,2017
Maisons-Alfort,94,94046,,2017
Maisons-Laffitte,78,78358,,2017
Maisse,91,91359,3.54,2017
Malakoff,92,92046,,2017
Mandres-les-Roses,94,94047,,2017
Mantes-la-Jolie,78,78361,3.31,2017
Mantes-la-Ville,78,78362,3.31,2017
Marchémoret,77,77273,,2017
Marcilly,77,77274,,2017
Marcoussis,91,91363,,2017
Marcq,78,78364,,2017
Mareil-Marly,78,78367,,2017
Mareil-en-France,95,95365,,2017
Mareil-le-Guyon,78,78366,,2017
Mareil-sur-Mauldre,78,78368,,2017
Mareuil-lès-Meaux,77,77276,,2017
Margency,95,95369,,2017
Marines,95,95370,,2017
Marles-en-Brie,77,77277,2.17,2017
Marly-la-Ville,95,95371,,2017
Marly-le-Roi,78,78372,,2017
Marnes-la-Coquette,92,92047,,2017
Marolles-en-Beauce,91,91374,,2017
Marolles-en-Brie,77,77278,,2017
Marolles-en-Hurepoix,91,91376,,2017
Marolles-sur-Seine,77,77279,3.77,2017
Mary-sur-Marne,77,77280,2.9,2017
Massy,91,91377,,2017
Mauchamps,91,91378,,2017
Maulette,78,78381,,2017
Mauperthuis,77,77281,,2017
Maurecourt,78,78382,,2017
Mauregard,77,77282,,2017
Maurepas,78,78383,,2017
May-en-Multien,77,77283,2.9,2017
Meaux,77,77284,,2017
Meigneux,77,77286,,2017
Meilleray,77,77287,,2017
Melun,77,77288,2.7,2017
Melz-sur-Seine,77,77289,,2017
Mennecy,91,91386,3.54,2017
Menouville,95,95387,,2017
Menucourt,95,95388,,2017
Mespuits,91,91399,,2017
Messy,77,77292,,2017
Meudon,92,92048,,2017
Meulan-en-Yvelines,78,78401,3.31,2017
Millemont,78,78404,,2017
Milly-la-Forêt,91,91405,,2017
Milon-la-Chapelle,78,78406,,2017
Misy-sur-Yonne,77,77293,3.77,2017
Mitry-Mory,77,77294,,2017
Mittainville,78,78407,,2017
Moigny-sur-École,91,91408,,2017
Moisenay,77,77295,3.7,2017
Moisselles,95,95409,,2017
Moissy-Cramayel,77,77296,2.4,2017
Mondeville,91,91412,3.54,2017
Mondreville,78,78413,,2017
Monnerville,91,91414,,2017
Mons-en-Montois,77,77298,,2017
Montainville,78,78415,,2017
Montalet-le-Bois,78,78416,3.31,2017
Montceaux-lès-Meaux,77,77300,,2017
Montceaux-lès-Provins,77,77301,,2017
Montdauphin,77,77303,,2017
Montenils,77,77304,,2017
Montereau-Fault-Yonne,77,77305,3.77,2017
Montereau-sur-le-Jard,77,77306,2.7,2017
Montesson,78,78418,,2017
Montfermeil,93,93047,,2017
Montfort-l'Amaury,78,78420,,2017
Montgeron,91,91421,,2017
Montgé-en-Goële,77,77308,,2017
Monthyon,77,77309,,2017
Montigny-Lencoup,77,77311,,2017
Montigny-le-Bretonneux,78,78423,,2017
Montigny-le-Guesdier,77,77310,,2017
Montigny-lès-Cormeilles,95,95424,,2017
Montigny-sur-Loing,77,77312,,2017
Montlhéry,91,91425,,2017
Montlignon,95,95426,,2017
Montmachoux,77,77313,3.77,2017
Montmagny,95,95427,,2017
Montmorency,95,95428,,2017
Montolivet,77,77314,,2017
Montreuil,93,93048,1.3,2017
Montrouge,92,92049,,2017
Montry,77,77315,,2017
Montsoult,95,95430,,2017
Montévrain,77,77307,2.86,2017
Morainvilliers,78,78431,,2017
Moret-Loing-et-Orvanne,77,77316,,2017
Morigny-Champigny,91,91433,,2017
Mormant,77,77317,2.26,2017
Morsang-sur-Orge,91,91434,,2017
Morsang-sur-Seine,91,91435,2.4,2017
Mortcerf,77,77318,2.17,2017
Mortery,77,77319,,2017
Mouroux,77,77320,,2017
Mours,95,95436,,2017
Mousseaux-lès-Bray,77,77321,,2017
Mousseaux-sur-Seine,78,78437,3.31,2017
Moussy,95,95438,,2017
Moussy-le-Neuf,77,77322,,2017
Moussy-le-Vieux,77,77323,,2017
Mouy-sur-Seine,77,77325,,2017
Médan,78,78384,,2017
Méricourt,78,78391,3.31,2017
Mériel,95,95392,,2017
Mérobert,91,91393,,2017
Méry-sur-Marne,77,77290,,2017
Méry-sur-Oise,95,95394,,2017
Méré,78,78389,,2017
Mézières-sur-Seine,78,78402,3.31,2017
Mézy-sur-Seine,78,78403,3.31,2017
Nainville-les-Roches,91,91441,3.54,2017
Nandy,77,77326,2.4,2017
Nangis,77,77327,1.67,2017
Nanteau-sur-Essonne,77,77328,,2017
Nanteau-sur-Lunain,77,77329,,2017
Nanterre,92,92050,,2017
Nanteuil-lès-Meaux,77,77330,,2017
Nanteuil-sur-Marne,77,77331,,2017
Nantouillet,77,77332,,2017
Neauphle-le-Château,78,78442,,2017
Neauphle-le-Vieux,78,78443,,2017
Neauphlette,78,78444,,2017
Nemours,77,77333,2.55,2017
Nerville-la-Forêt,95,95445,,2017
Neufmoutiers-en-Brie,77,77336,,2017
Neuilly-Plaisance,93,93049,,2017
Neuilly-en-Vexin,95,95447,,2017
Neuilly-sur-Marne,93,93050,,2017
Neuilly-sur-Seine,92,92051,,2017
Neuville-sur-Oise,95,95450,,2017
Nogent-sur-Marne,94,94052,,2017
Nointel,95,95452,,2017
Noiseau,94,94053,,2017
Noisiel,77,77337,2.64,2017
Noisy-Rudignon,77,77338,3.77,2017
Noisy-le-Grand,93,93051,,2017
Noisy-le-Roi,78,78455,,2017
Noisy-le-Sec,93,93053,1.3,2017
Noisy-sur-Oise,95,95456,,2017
Noisy-sur-École,77,77339,5.15,2017
Nonville,77,77340,,2017
Notre-Dame-de-la-Mer,78,78320,,2017
Noyen-sur-Seine,77,77341,,2017
Nozay,91,91458,,2017
Nézel,78,78451,3.31,2017
Ocquerre,77,77343,2.9,2017
Oinville-sur-Montcient,78,78460,3.31,2017
Oissery,77,77344,,2017
Ollainville,91,91461,,2017
Oncy-sur-École,91,91463,,2017
Orcemont,78,78464,1.99,2017
Orgerus,78,78465,,2017
Orgeval,78,78466,,2017
Orly,94,94054,1.74,2017
Orly-sur-Morin,77,77345,,2017
Ormesson,77,77348,2.55,2017
Ormesson-sur-Marne,94,94055,,2017
Ormoy,91,91468,3.54,2017
Ormoy-la-Rivière,91,91469,,2017
Orphin,78,78470,1.99,2017
Orsay,91,91471,,2017
Orsonville,78,78472,1.99,2017
Orveau,91,91473,3.54,2017
Orvilliers,78,78474,,2017
Osmoy,78,78475,,2017
Osny,95,95476,,2017
Othis,77,77349,,2017
Ozoir-la-Ferrière,77,77350,,2017
Ozouer-le-Voulgis,77,77352,3.7,2017
Palaiseau,91,91477,,2017
Paley,77,77353,,2017
Pamfou,77,77354,3.7,2017
Pantin,93,93055,1.3,2017
Paray-Douaville,78,78478,1.99,2017
Paris,75,75056,1.89,2017
Parmain,95,95480,,2017
Paroy,77,77355,,2017
Passy-sur-Seine,77,77356,,2017
Pecqueuse,91,91482,,2017
Penchard,77,77358,,2017
Perdreauville,78,78484,3.31,2017
Persan,95,95487,,2017
Perthes,77,77359,5.15,2017
Pierre-Levée,77,77361,,2017
Pierrefitte-sur-Seine,93,93059,,2017
Pierrelaye,95,95488,,2017
Piscop,95,95489,,2017
Plaisir,78,78490,,2017
Plessis-Saint-Benoist,91,91495,,2017
Poigny,77,77368,,2017
Poigny-la-Forêt,78,78497,,2017
Poincy,77,77369,,2017
Poissy,78,78498,3.31,2017
Poligny,77,77370,,2017
Pommeuse,77,77371,,2017
Pomponne,77,77372,,2017
Pontault-Combault,77,77373,,2017
Pontcarré,77,77374,,2017
Ponthévrard,78,78499,1.99,2017
Pontoise,95,95500,,2017
Porcheville,78,78501,3.31,2017
Presles,95,95504,,2017
Presles-en-Brie,77,77377,,2017
Pringy,77,77378,2.7,2017
Provins,77,77379,,2017
Prunay-en-Yvelines,78,78506,1.99,2017
Prunay-le-Temple,78,78505,,2017
Prunay-sur-Essonne,91,91507,3.54,2017
Précy-sur-Marne,77,77376,,2017
Puiselet-le-Marais,91,91508,,2017
